,0.2,0.4,0.6,0.8,1,1.2
588,-389636,-8438,-67578,-340842,45960,4698
589,-389744,-8426,-67440,-341998,46474,5062
590,-390924,-8666,-67568,-342126,46046,4816
591,-391116,-8910,-68274,-342342,46354,5302
592,-392012,-8946,-68450,-342822,46366,5652
593,-392272,-8802,-68714,-343850,46128,6136
594,-391292,-9110,-68890,-344826,46360,6328
595,-391260,-10006,-70078,-345758,46540,5794
596,-391564,-10094,-69774,-346594,46584,5950
597,-392312,-9912,-69922,-347110,46082,5764
598,-393096,-10198,-70036,-347586,46120,6296
599,-394124,-10626,-69986,-347634,46340,6102
600,-394764,-10520,-70012,-348246,46780,6274
601,-395444,-10104,-70160,-348414,47038,5784
602,-396652,-9876,-70796,-349610,47460,5760
603,-397752,-9404,-70150,-350558,47810,5664
604,-398416,-9198,-70374,-350902,48048,5752
605,-398088,-9718,-70916,-351630,48126,5408
606,-399088,-9792,-70660,-352122,47338,5068
607,-399548,-9666,-70966,-353790,46850,5536
608,-400424,-9694,-70634,-354866,46856,5486
609,-401296,-9366,-71124,-355442,46782,5414
610,-402476,-8998,-71462,-355778,46862,4904
611,-403116,-9376,-71262,-356758,46466,4044
612,-403804,-9224,-71610,-357558,46594,4198
613,-404088,-9724,-71986,-358226,46236,3770
614,-404848,-9480,-71972,-359230,46004,3704
615,-405564,-9990,-72022,-360322,45650,3736
616,-406664,-10096,-71326,-361270,44908,3526
617,-407416,-10428,-71950,-361290,45382,3520
618,-407524,-10676,-71982,-362122,45766,3350
619,-407984,-10040,-72096,-362306,45922,3346
620,-408012,-10102,-72208,-363202,46228,3412
621,-408740,-10456,-72414,-363822,45476,3226
622,-410080,-10902,-73642,-364434,45536,3542
623,-410556,-10682,-74214,-365038,45804,3602
624,-410920,-9914,-75222,-365670,45922,3954
625,-411752,-9898,-75198,-366358,45890,4568
626,-412376,-9526,-75808,-368358,45904,4190
627,-413304,-9424,-75640,-368042,46270,3718
628,-414008,-9376,-75190,-369646,46110,3358
629,-414388,-9592,-74534,-370638,46466,3366
630,-415948,-10126,-74960,-371686,46690,3064
631,-416920,-10512,-74614,-372718,46946,3134
632,-417440,-10448,-75382,-373218,46836,3302
633,-418268,-10328,-75998,-373582,46938,2826
634,-419052,-10496,-76500,-374734,47246,2948
635,-419092,-11066,-76436,-375210,46740,2604
636,-420108,-10982,-76556,-376430,46746,2278
637,-420804,-11260,-76718,-377102,46356,1788
638,-420928,-11338,-76756,-378086,46294,1794
639,-422024,-10904,-76982,-377934,45522,2270
640,-423448,-10928,-76574,-378118,45074,2014
641,-424580,-10544,-76008,-379122,44846,2412
642,-425232,-10000,-75936,-379054,45594,1934
643,-426024,-10668,-76130,-379630,44642,1890
644,-425780,-10762,-75570,-380294,44040,1942
645,-426992,-10442,-76236,-380286,44570,1684
646,-428508,-9882,-76400,-381682,44632,2004
647,-429008,-10302,-75644,-381978,43902,2346
648,-429408,-10024,-75270,-382730,44410,2386
649,-430684,-10078,-74880,-383870,44874,1738
650,-431432,-9964,-75454,-385274,45130,2038
651,-431980,-9528,-75362,-386158,44874,2172
652,-432212,-9874,-75264,-387462,44990,2170
653,-433160,-10658,-74482,-387982,45942,2164
654,-433540,-10890,-74622,-388950,46032,2920
655,-434212,-11030,-74384,-390030,46112,3042
656,-435388,-11816,-74946,-390258,45748,2400
657,-435492,-11348,-74734,-391474,45770,1934
658,-436020,-11992,-74510,-392346,45972,2346
659,-436328,-11292,-74452,-393502,45896,2402
660,-437608,-11442,-74986,-394066,45502,2416
661,-438728,-11496,-76008,-394426,45504,2206
662,-439668,-11580,-76574,-394830,46018,2266
663,-440604,-12864,-76724,-393838,45682,2214
664,-440960,-12752,-77068,-393558,45302,2100
665,-441532,-12926,-77342,-394002,44984,1682
666,-441504,-13112,-76916,-394246,45540,1776
667,-442252,-13040,-77564,-394378,44916,1736
668,-442216,-12918,-78016,-395182,44326,2098
669,-443272,-12676,-78244,-395910,43890,2390
670,-443428,-11770,-78506,-396266,43992,2476
671,-445264,-11774,-78378,-396942,43586,2494
672,-446384,-11986,-78322,-397982,44066,2634
673,-446228,-12460,-78654,-398666,44198,2654
674,-447196,-12712,-78898,-399830,43980,3158
675,-447804,-12740,-78882,-401302,44468,3028
676,-448428,-11778,-79060,-402126,44434,2906
677,-449340,-11790,-78908,-402710,44544,2972
678,-450080,-11678,-78838,-404450,44112,2936
679,-450796,-11136,-78766,-404946,43798,2864
680,-450200,-10860,-79190,-406098,44606,2654
681,-451056,-11214,-78016,-407370,45448,2662
682,-452456,-10202,-78548,-408066,45528,2336
683,-453356,-9846,-78758,-408942,45372,2766
684,-454688,-9304,-78910,-409210,45958,2924
685,-455264,-9496,-78770,-410198,46590,2688
686,-456280,-9042,-78698,-410954,46752,2826
687,-457108,-8466,-78962,-411494,46930,2904
688,-458664,-9040,-79496,-411718,46380,2458
689,-458884,-9278,-79088,-412790,46274,2920
690,-459672,-8600,-79048,-413730,46976,3332
691,-459960,-9240,-79584,-414270,46778,3148
692,-460396,-9406,-79752,-415426,46346,2500
693,-460252,-9544,-79874,-416462,47316,2096
694,-460572,-9490,-79796,-416906,47418,1738
695,-461424,-9826,-79518,-417938,47094,1456
696,-462584,-10412,-78938,-419010,48074,1238
697,-464120,-10640,-79032,-420182,48666,1008
698,-465244,-10100,-79644,-421362,48252,1362
699,-465780,-10028,-80226,-422478,47602,1066
700,-465848,-9974,-80980,-423166,48064,864
701,-466868,-10028,-81092,-423918,49390,560
702,-467636,-10678,-81048,-424742,49228,456
703,-468424,-10452,-81288,-425826,49658,88
704,-468940,-10174,-81506,-426218,50450,420
705,-470472,-10338,-81864,-426486,50196,224
706,-471896,-10628,-82024,-427722,50798,434
707,-473096,-10024,-81772,-428674,50880,1256
708,-473452,-10176,-82186,-429258,51526,1934
709,-473648,-9666,-82512,-430754,51580,1440
710,-474016,-9990,-82914,-431870,51448,902
711,-474976,-9570,-83450,-433162,51026,1374
712,-476400,-9276,-83676,-433586,50742,1190
713,-477196,-9566,-84074,-434562,50556,1852
714,-477424,-9566,-84806,-436050,50312,1804
715,-477976,-9828,-84684,-436690,50374,1772
716,-479516,-10220,-84796,-437582,49740,2058
717,-480668,-10488,-84950,-438898,49566,1274
718,-481180,-10084,-85144,-439914,49882,1360
719,-481852,-10176,-85208,-441098,49936,1428
720,-482284,-9902,-85004,-441922,49432,1516
721,-482604,-9336,-84968,-443110,48952,1646
722,-483504,-9192,-85616,-443862,49052,1712
723,-484140,-9138,-86566,-444434,49226,1840
724,-484448,-9206,-87024,-445494,49414,1248
725,-484964,-8276,-87194,-446782,50080,830
726,-486268,-8832,-87636,-447254,51228,582
727,-486884,-9234,-87240,-448082,50828,-120
728,-487472,-9018,-87220,-448986,50490,50
729,-487088,-9152,-86772,-449430,50722,-192
730,-487980,-9292,-88150,-450430,50524,-4
731,-489136,-9618,-88118,-451914,50072,234
732,-490596,-9008,-88462,-452570,50324,-66
733,-491404,-8930,-89018,-453850,49786,84
734,-492088,-8818,-88716,-454266,49564,118
735,-493452,-8064,-89092,-455310,49264,30
736,-495104,-8162,-89556,-455934,50302,-66
737,-495732,-8236,-89088,-456150,50048,-372
738,-496468,-8322,-89232,-457058,50462,224
739,-497396,-8918,-88650,-457726,50494,324
740,-498332,-8818,-88992,-458350,49984,748
741,-499256,-8896,-89890,-458902,50496,870
742,-500208,-8908,-90160,-459538,51070,1234
743,-501340,-9034,-90254,-460126,51964,1224
744,-502036,-8860,-90700,-460154,51288,1186
745,-502844,-8688,-90624,-460570,50766,1142
746,-503448,-8930,-90804,-461142,50972,1338
747,-503184,-10078,-91074,-461786,51108,1064
748,-503792,-10186,-91146,-462950,51586,1118
749,-504272,-10108,-91170,-462978,50642,802
750,-504516,-9726,-90990,-463706,50998,448
751,-503840,-9446,-91830,-464774,50638,10
752,-504360,-9510,-91520,-465522,50894,-110
753,-504484,-9950,-91456,-466798,51120,-100
754,-505080,-10054,-91650,-468610,50930,-436
755,-505348,-9436,-91550,-469186,51286,-56
756,-506036,-9906,-91796,-469958,52392,-478
757,-506776,-9280,-91922,-470814,52266,-318
758,-507928,-9084,-92148,-471206,52556,-580
759,-508968,-9284,-92608,-471754,52136,-854
760,-509688,-7952,-92720,-472130,52112,-432
761,-510524,-7728,-92726,-472526,52742,-1070
762,-510908,-7892,-92326,-473426,53038,-708
763,-512148,-7748,-92814,-473818,53646,-436
764,-512768,-7852,-93484,-473974,53640,-380
765,-513608,-8352,-93522,-474858,54492,80
766,-514864,-7874,-93282,-475342,53736,-148
767,-515656,-7544,-94142,-477058,54032,336
768,-517568,-7842,-94942,-478290,53728,196
769,-517784,-8168,-94624,-478954,53280,-474
770,-518088,-8214,-94842,-479626,52972,-708
771,-519228,-8232,-95406,-480442,53288,-836
772,-520060,-8304,-95642,-481382,54252,-1152
773,-520676,-8834,-95940,-482378,54174,-1188
774,-521428,-8564,-95800,-483174,54718,-912
775,-522872,-9088,-95416,-483822,55086,-736
776,-522976,-9322,-95694,-484690,55458,-804
777,-523776,-9680,-95696,-485110,54688,-1410
778,-525328,-9728,-96456,-486342,54550,-1242
779,-527144,-10020,-96436,-487342,54128,-1708
780,-527936,-10336,-96308,-488598,54276,-2268
781,-528780,-10392,-95724,-489506,54126,-2204
782,-528908,-10604,-96446,-490910,53972,-2206
783,-529680,-11342,-96798,-491738,54102,-2548
784,-530684,-11824,-97214,-493038,53706,-2464
785,-532016,-11412,-97564,-493374,53634,-1766
786,-532824,-10998,-97612,-493898,53738,-1990
787,-533816,-10342,-97624,-494422,54606,-2120
788,-534692,-10522,-97292,-495578,54668,-1848
789,-534560,-10288,-97414,-496850,54598,-1126
790,-534804,-10876,-98000,-497850,54306,-1258
791,-535532,-10676,-98536,-499382,55010,-1258
792,-536196,-10908,-98862,-499722,55336,-1818
793,-536824,-10844,-99302,-500622,55526,-1726
794,-537624,-10894,-99016,-501658,54860,-1764
795,-538480,-11538,-99036,-501862,55040,-1736
796,-538956,-11640,-99614,-502614,54786,-1966
797,-539516,-11470,-100650,-503950,54266,-2044
798,-539240,-11666,-100538,-504526,54056,-2086
799,-540404,-11852,-101218,-505262,53736,-2328
800,-541376,-10730,-101314,-506638,53026,-2706
801,-542772,-10116,-101238,-507142,53482,-2562
802,-544084,-10098,-100786,-507394,53970,-2708
803,-544480,-9676,-100148,-507246,53740,-2674
804,-545540,-9556,-100284,-507774,54056,-2578
805,-545996,-9954,-100496,-508062,54696,-2396
806,-546140,-9884,-101624,-509254,55032,-2142
807,-547348,-10006,-101878,-511202,55576,-2350
808,-547720,-9266,-101920,-511874,56400,-1774
809,-549276,-9332,-102156,-513634,56936,-1778
810,-549868,-9060,-102080,-514794,56152,-1600
811,-550332,-8732,-102370,-515334,56408,-1368
812,-551284,-7932,-102666,-516610,55594,-1464
813,-552192,-7750,-103244,-517562,56304,-1386
814,-553080,-7894,-103008,-518150,56710,-1940
815,-553940,-8388,-102962,-518882,57230,-2124
816,-554836,-8994,-103128,-519626,56940,-1796
817,-556416,-8514,-103904,-520906,56760,-2074
818,-556652,-8868,-104052,-522358,56212,-2034
819,-557644,-9372,-105030,-523002,56154,-2114
820,-557420,-9432,-104786,-523310,56220,-2356
821,-558048,-9122,-104780,-524102,56498,-2484
822,-559052,-9882,-104632,-525386,55956,-2462
823,-558920,-10380,-104792,-525526,56024,-2586
824,-558984,-10654,-105200,-526646,56008,-2320
825,-560216,-10488,-105608,-528322,56030,-2372
826,-560408,-10180,-106116,-528930,56516,-2554
827,-561432,-10366,-106320,-530422,55888,-3234
828,-562616,-10202,-106256,-530430,56228,-3066
829,-562876,-10406,-106698,-531346,55760,-2946
830,-563896,-10688,-106244,-531926,56270,-2690
831,-564332,-10450,-106460,-532978,55954,-2372
832,-565340,-10472,-106196,-533758,56070,-3070
833,-566028,-10366,-106928,-534706,56168,-3422
834,-567104,-10280,-106564,-536106,56326,-3466
835,-567548,-10784,-106292,-535906,55624,-3886
836,-568772,-10898,-106924,-536354,56116,-3190
837,-569460,-10894,-106470,-536966,56276,-3192
838,-569548,-11174,-106154,-538794,56794,-3346
839,-570296,-11040,-106250,-538946,56598,-2890
840,-571352,-10502,-105492,-540374,56448,-2902
841,-572136,-11162,-106136,-541390,57100,-3024
842,-572348,-10724,-106196,-542986,57776,-2914
843,-572300,-10072,-106600,-544010,57232,-2642
844,-572440,-9866,-106898,-545350,57488,-2936
845,-572632,-9932,-106704,-546114,57704,-2630
846,-572980,-10118,-106852,-546494,58448,-2434
847,-574632,-9710,-107180,-546914,58836,-2146
848,-575628,-9368,-107014,-548142,59080,-2372
849,-575708,-9050,-106956,-549218,58826,-2734
850,-576596,-8880,-106882,-550670,58322,-2886
851,-577092,-9024,-107268,-551674,58532,-2794
852,-578676,-9542,-107130,-552374,58802,-3264
853,-579440,-9726,-107238,-552582,59068,-2918
854,-579468,-10040,-107278,-553370,58810,-2770
855,-580040,-9526,-106808,-554578,58388,-3146
856,-580372,-10084,-106524,-554822,58038,-3188
857,-582068,-9860,-106814,-555966,57752,-3442
858,-583172,-9558,-107506,-557022,57820,-2908
859,-583796,-9666,-108344,-559122,58016,-2696
860,-585340,-9824,-108740,-560906,58012,-3170
861,-586368,-9832,-109216,-562158,58356,-3666
862,-587068,-9728,-109758,-563018,58272,-3452
863,-587632,-9414,-109630,-564298,58716,-2928
864,-588988,-9454,-109406,-565170,58698,-2860
865,-589484,-8866,-109836,-566010,59030,-2676
866,-590512,-8944,-110508,-566738,59200,-2416
867,-591552,-8786,-109972,-567538,59208,-2402
868,-592768,-8300,-109980,-568650,58404,-2858
869,-594024,-8186,-110444,-569770,58632,-2482
870,-595432,-8466,-110488,-569994,58236,-3108
871,-596576,-8538,-110752,-570634,58066,-3544
872,-597172,-8268,-111020,-572386,57528,-3056
873,-597800,-8926,-110800,-572598,57480,-3140
874,-598568,-9216,-110712,-574238,57012,-3042
875,-599092,-9556,-110768,-575250,57338,-2932
876,-600376,-9876,-110298,-575766,56722,-2448
877,-600936,-10182,-110838,-576998,56610,-2122
878,-602044,-10618,-110332,-577046,56772,-2564
879,-602720,-11368,-110692,-577266,57218,-2086
880,-603356,-10954,-111246,-578126,56824,-2176
881,-603428,-10654,-111716,-578414,56700,-2460
882,-604596,-10578,-111304,-579454,56310,-2572
883,-606040,-10070,-111092,-581014,55932,-2568
884,-606588,-10070,-111536,-581414,56070,-2224
885,-606852,-10562,-111316,-582306,56032,-2200
886,-607176,-9860,-111980,-583274,56358,-2454
887,-608700,-9446,-112488,-584302,55628,-2850
888,-609772,-9746,-113154,-585286,55828,-3280
889,-610520,-9924,-113558,-586666,56604,-3182
890,-611804,-9398,-114570,-587238,56270,-2910
891,-612984,-8942,-115150,-587698,56248,-2690
892,-613760,-9166,-115334,-588142,55692,-2904
893,-614300,-8892,-115642,-590122,56122,-2894
894,-614464,-9586,-115778,-590994,56590,-2806
895,-614860,-9434,-116126,-591606,57018,-3128
896,-615780,-9376,-115050,-592210,57858,-3358
897,-616544,-9426,-115738,-592966,57196,-3882
898,-616676,-10022,-116058,-594234,57200,-3398
899,-617228,-9936,-115686,-594590,57168,-3590
900,-617904,-9718,-115494,-595686,56824,-3974
901,-618276,-9900,-115338,-596434,57410,-4248
902,-618032,-9356,-114838,-597686,57742,-4344
903,-619440,-9004,-114870,-598842,57622,-4716
904,-619568,-9148,-116198,-599646,57212,-5722
905,-620384,-8760,-116744,-600570,56452,-5238
906,-621480,-8642,-117380,-601758,56530,-4704
907,-622580,-8970,-117876,-602674,56820,-4534
908,-623224,-9298,-118420,-603234,56962,-5256
909,-623696,-9656,-118304,-604002,57050,-5136
910,-624428,-10182,-118120,-604954,57338,-5716
911,-624864,-10420,-118808,-605486,56944,-5160
912,-625980,-10902,-118472,-606890,56754,-5036
913,-626656,-10952,-118176,-608202,56464,-5040
914,-627500,-10374,-118360,-608962,55938,-5156
915,-627896,-10298,-118584,-609078,56112,-5540
916,-628936,-10414,-118516,-609266,56006,-6142
917,-629900,-10264,-119508,-609478,55684,-6646
918,-631068,-10860,-119112,-609610,55868,-6386
919,-631496,-11012,-119260,-610638,56194,-6478
920,-632384,-11012,-119636,-611166,56854,-6524
921,-633276,-10640,-119972,-612446,57262,-6486
922,-633968,-10826,-120084,-612922,56708,-6524
923,-634924,-11366,-120708,-613526,56782,-6614
924,-636164,-10628,-120760,-614078,56938,-6140
925,-636820,-10622,-120136,-615326,56944,-5566
926,-638336,-10318,-120716,-616178,56736,-5994
927,-639360,-10280,-120800,-616638,57030,-6346
928,-640264,-10512,-121396,-616586,57132,-6734
929,-640588,-11020,-122104,-616886,57704,-7134
930,-641596,-10508,-122240,-617034,57948,-7436
931,-642472,-10376,-122596,-617014,58262,-8382
932,-643080,-10816,-122636,-616850,58726,-9038
933,-643964,-10546,-122772,-616894,58514,-9162
934,-644476,-10512,-122192,-617614,58450,-8718
935,-644952,-10446,-122412,-617814,58876,-9084
936,-646068,-10488,-122692,-619774,58540,-8576
937,-647264,-10876,-121996,-620442,58768,-8446
938,-647632,-11282,-122148,-621166,58720,-8290
939,-648532,-10726,-121700,-621450,58344,-8362
940,-649156,-11034,-122216,-622938,58244,-7866
941,-649932,-11450,-121972,-623394,58112,-8200
942,-650404,-11604,-122496,-624030,57606,-7720
943,-651936,-11440,-122220,-625470,57660,-7710
944,-652440,-11546,-121928,-626486,57402,-7336
945,-654140,-11344,-121820,-627406,57708,-7462
946,-655048,-11194,-122100,-628578,57456,-7532
947,-655320,-10590,-122334,-629746,57108,-7392
948,-655232,-10048,-121750,-630862,56552,-6838
949,-656476,-10316,-121526,-631242,56594,-7616
950,-657392,-11022,-121154,-632442,57010,-7728
951,-658560,-11354,-121130,-633410,56682,-8320
952,-659664,-11840,-121362,-634390,56686,-8328
953,-660096,-12292,-120886,-635102,57548,-9082
954,-661168,-12774,-121118,-635830,57368,-9050
955,-661488,-12782,-120846,-636498,57348,-9976
956,-661616,-13148,-121142,-637022,58332,-10364
957,-662080,-12522,-121242,-637398,58320,-10296
958,-662844,-12344,-120966,-638474,58950,-10130
959,-663840,-12136,-121070,-639414,59424,-9630
960,-664312,-12328,-121404,-640134,59386,-10052
961,-664748,-12134,-121808,-641322,60072,-10420
962,-665132,-12130,-122596,-641878,60146,-11034
963,-665552,-11874,-123028,-643118,59902,-11332
964,-666668,-12182,-122534,-643194,59854,-11154
965,-667508,-12112,-122002,-643202,59698,-10848
966,-667828,-12286,-122602,-643478,58644,-10476
967,-669472,-12342,-122238,-644398,58780,-10040
968,-670504,-12328,-122726,-645258,58912,-9592
969,-671380,-12084,-122488,-646354,58312,-9916
970,-672452,-11810,-123048,-646986,58108,-9650
971,-673548,-12712,-123462,-647694,59024,-9198
972,-675420,-13094,-122994,-648582,58872,-9236
973,-676192,-12846,-122902,-649026,59876,-9274
974,-676348,-12496,-122810,-649794,59832,-9198
975,-675952,-12502,-122578,-650914,59634,-8974
976,-677204,-12362,-122290,-652002,59572,-9020
977,-676972,-12344,-122358,-653170,59790,-8512
978,-678008,-12214,-122194,-654178,60122,-8414
979,-678224,-12418,-121994,-655106,58922,-8400
980,-679344,-12490,-122282,-655762,58810,-7678
981,-679972,-12106,-122982,-656410,58442,-7038
982,-681172,-12316,-122550,-657042,58390,-7224
983,-681184,-12612,-123094,-657342,58160,-7686
984,-681904,-11442,-123402,-658670,58122,-7756
985,-683556,-11560,-124722,-659158,58020,-7790
986,-684048,-11230,-124854,-659742,58522,-7950
987,-684952,-11254,-124714,-660822,58570,-7800
988,-686008,-10278,-124278,-662106,59238,-7796
989,-687020,-10364,-124410,-663018,59114,-7296
990,-688000,-9728,-123882,-663758,59964,-7016
991,-688872,-9556,-124706,-664490,60686,-7036
992,-688928,-9346,-124842,-665230,60950,-6662
993,-690596,-9408,-124918,-666226,60602,-6776
994,-691648,-9260,-125618,-666554,61890,-6520
995,-692352,-9388,-125860,-667602,62014,-6476
996,-693660,-8970,-125260,-668638,61484,-6440
997,-694356,-9104,-125268,-668466,60820,-6328
998,-695016,-9330,-125520,-668890,60814,-6256
999,-695800,-9162,-125664,-670034,60946,-6550
1000,-696140,-9300,-125572,-670122,61562,-6364
1001,-696700,-9970,-125148,-670610,61474,-6244
1002,-697336,-9334,-124432,-670522,61378,-6422
1003,-698176,-9126,-125024,-671850,60958,-6836
1004,-698640,-8512,-125504,-672706,60970,-7108
1005,-699084,-8194,-125676,-673782,62184,-6682
1006,-698920,-8254,-125392,-674718,62170,-7200
1007,-699740,-7930,-125808,-674938,61758,-7014
1008,-700660,-8146,-126340,-675854,61966,-6950
1009,-702028,-8628,-126812,-676878,62200,-7382
1010,-702060,-8338,-126760,-678078,61714,-7290
1011,-702624,-8638,-127076,-678346,61734,-7742
1012,-703312,-8156,-127452,-678570,61454,-7930
1013,-704488,-8062,-127980,-678650,61922,-7636
1014,-705544,-8608,-127356,-679854,61846,-7764
1015,-706504,-8078,-127152,-680366,61876,-7890
1016,-706932,-8176,-126576,-681062,62058,-7350
1017,-708752,-9262,-127000,-681758,63014,-8060
1018,-708684,-9296,-127124,-682570,62262,-8170
1019,-708944,-8978,-127528,-683854,63020,-8012
1020,-709424,-9010,-127728,-684658,62456,-8102
1021,-710372,-8420,-128152,-686118,62706,-7928
1022,-710860,-8508,-128356,-687062,63022,-7826
1023,-711228,-9270,-128996,-688918,63488,-8372
1024,-712396,-9232,-128958,-689826,63664,-8162
1025,-713056,-9298,-129206,-691134,64390,-7804
1026,-713896,-9422,-129302,-691914,63700,-8288
1027,-715084,-8716,-130314,-693382,63088,-7894
1028,-716324,-8884,-130390,-693650,63096,-7942
1029,-717080,-8896,-130390,-694518,63650,-8438
1030,-717864,-8496,-130978,-695814,63702,-8608
1031,-718248,-8648,-130722,-696478,64540,-7860
1032,-719596,-8440,-130938,-696038,64586,-8058
1033,-720236,-8666,-130726,-695974,64410,-8130
1034,-721056,-8662,-130186,-697286,64964,-8344
1035,-721700,-9012,-130798,-697950,64010,-8622
1036,-722528,-9406,-131618,-699258,64098,-8788
1037,-723972,-9340,-131482,-700246,64676,-8626
1038,-724356,-9546,-131298,-701026,64080,-8796
1039,-725072,-9114,-131874,-701006,63668,-8454
1040,-726508,-9860,-132114,-702042,63708,-8328
1041,-727660,-9914,-132102,-703398,64064,-7964
1042,-728664,-9826,-132686,-704122,63422,-8380
1043,-729888,-9556,-132712,-704834,63410,-8172
1044,-730640,-9418,-133396,-705838,63208,-8844
1045,-731640,-10440,-133476,-706422,63360,-9120
1046,-732836,-10590,-134184,-707086,63346,-9166
1047,-733236,-11154,-134212,-707954,64134,-9168
1048,-734220,-11568,-134968,-708374,64466,-9930
1049,-734948,-11130,-135308,-709658,65002,-9730
1050,-735576,-11374,-135028,-711366,65310,-10594
1051,-735948,-11324,-134976,-711586,64858,-10318
1052,-736704,-11682,-135188,-712330,64376,-9788
1053,-737544,-12280,-134464,-713034,64224,-9442
1054,-738008,-11652,-134684,-713370,63766,-9636
1055,-739120,-11110,-134864,-713742,63076,-9650
1056,-740008,-11280,-134632,-713502,63080,-9644
1057,-740832,-11812,-135816,-714714,63624,-9858
1058,-741808,-12174,-136328,-715886,63794,-9784
1059,-742704,-12542,-135716,-717254,63202,-9710
1060,-743708,-12818,-135980,-718390,64102,-10386
1061,-744052,-13460,-135924,-719590,63374,-10902
1062,-745288,-12990,-134936,-720874,63082,-10308
1063,-745384,-13402,-135280,-721694,62380,-9942
1064,-745736,-13800,-134536,-722286,62852,-9252
1065,-746268,-13548,-135068,-723054,62288,-9588
1066,-746344,-13744,-135152,-724010,62616,-9604
1067,-747100,-13656,-135376,-725418,63144,-10142
1068,-748480,-12994,-135532,-725978,64026,-9968
1069,-749312,-12988,-135648,-726114,64376,-10788
1070,-749988,-12600,-135520,-726382,64974,-11068
1071,-751080,-12178,-135656,-726610,65428,-11698
1072,-752028,-12428,-135716,-727206,65720,-11596
1073,-752516,-12478,-136288,-727538,65004,-10854
1074,-753324,-12436,-136736,-728650,65204,-10678
1075,-753756,-13104,-137100,-728758,65124,-10286
1076,-754676,-13044,-137876,-729318,64432,-9944
1077,-755540,-13186,-137704,-729886,64352,-9056
1078,-756452,-13538,-137904,-730050,64716,-9142
1079,-757388,-13124,-137556,-730706,64710,-8934
1080,-757308,-13236,-137712,-731582,65094,-9138
1081,-757264,-13234,-137880,-732174,65134,-9156
1082,-758016,-13056,-138908,-733746,65646,-9140
1083,-759372,-13054,-138232,-735698,65608,-10024
1084,-760068,-13056,-138772,-735942,65956,-10044
1085,-761160,-13350,-138424,-736318,65980,-10066
1086,-761456,-12984,-138956,-737390,66184,-10820
1087,-762064,-13376,-139288,-738086,65726,-10846
1088,-762228,-13506,-139388,-738838,65536,-10950
1089,-763484,-13836,-139156,-739530,65384,-10638
1090,-763876,-13526,-139916,-741282,64540,-10410
1091,-765008,-12670,-140572,-741602,64808,-10346
1092,-765608,-12254,-141036,-742722,65494,-10558
1093,-766376,-12182,-140476,-743730,66058,-10100
1094,-767332,-12770,-140604,-743890,65092,-9886
1095,-768016,-12988,-140996,-745626,65226,-9970
1096,-769000,-12988,-140892,-745982,65458,-10294
1097,-769268,-12564,-141148,-747478,64872,-10406
1098,-770392,-12670,-141188,-747550,65264,-10756
1099,-770796,-12816,-140440,-749478,66046,-10534
1100,-771692,-12892,-140968,-750410,66698,-10142
1101,-772764,-12944,-141208,-751662,66878,-10314
1102,-773616,-13662,-140828,-752786,66570,-10536
1103,-774088,-13860,-141676,-754082,66102,-10574
1104,-774484,-13198,-141344,-754750,66064,-10726
1105,-774684,-12978,-141248,-755446,66176,-10890
1106,-775844,-12918,-141532,-756474,65628,-10834
1107,-776400,-13106,-142236,-757574,65476,-11322
1108,-777148,-13402,-143180,-758838,65328,-11048
1109,-778100,-13274,-143776,-759322,65584,-10902
1110,-778680,-14036,-144440,-760186,65120,-10274
1111,-778856,-14462,-144964,-760314,65136,-10642
1112,-779484,-14452,-145724,-761158,65270,-10438
1113,-779568,-14332,-145576,-762034,65362,-10074
1114,-780152,-14068,-145788,-762974,65524,-10516
1115,-780984,-13842,-145724,-764230,65584,-10510
1116,-781248,-13752,-144716,-765094,65936,-10468
1117,-781888,-13482,-145024,-765454,66348,-10222
1118,-782272,-13748,-144884,-765758,66538,-9972
1119,-783172,-14012,-145436,-767070,65946,-10514
1120,-784412,-13804,-145284,-767534,65278,-10018
1121,-785088,-13684,-144448,-767938,64940,-9406
1122,-786632,-13696,-144876,-768370,65368,-9614
1123,-787196,-13874,-144528,-769934,65640,-9348
1124,-787772,-13778,-144248,-770102,65100,-9792
1125,-789164,-13632,-144688,-770986,64826,-10138
1126,-789888,-13926,-144924,-771478,64926,-9454
1127,-790988,-13788,-144852,-771858,64318,-9352
1128,-791444,-14346,-144412,-773074,64454,-9714
1129,-791240,-14750,-143232,-774410,64138,-9850
1130,-791960,-14708,-144024,-775446,64562,-9284
1131,-792412,-14584,-144196,-776634,64708,-9274
1132,-793068,-14924,-144304,-777342,64196,-8932
1133,-794944,-15500,-144104,-778862,64716,-9030
1134,-796140,-15116,-143384,-779782,64716,-9210
1135,-796592,-14896,-143960,-780282,65196,-8876
1136,-797104,-14672,-143608,-780506,64816,-9228
1137,-798444,-14306,-143996,-781450,65020,-8480
1138,-799124,-14380,-143916,-782266,65076,-8076
1139,-800664,-13802,-143668,-782794,66022,-8424
1140,-800980,-13664,-143988,-784178,66194,-8424
1141,-802196,-13892,-144088,-784634,65818,-8856
1142,-803736,-13650,-144328,-785646,66302,-8016
1143,-804096,-12720,-144596,-786898,66086,-8046
1144,-805236,-12756,-144996,-788242,66264,-7588
1145,-805896,-12784,-145352,-789286,66952,-8092
1146,-806648,-12428,-145600,-789866,67268,-8408
1147,-807364,-11748,-144956,-791922,67330,-7554
1148,-808720,-11534,-145544,-793314,66474,-7058
