,0
0,138
1,544
2,820
3,540
4,316
5,668
6,612
7,750
8,578
9,772
10,1598
11,1812
12,1858
13,2058
14,1930
15,1924
16,1666
17,1474
18,2274
19,3152
20,2822
21,3232
22,3066
23,3358
24,3020
25,3020
26,2906
27,2794
28,2586
29,1996
30,2092
31,1704
32,1372
33,1428
34,1512
35,1604
36,2278
37,2154
38,2454
39,2760
40,3134
41,3080
42,3454
43,3608
44,3884
45,4138
46,4970
47,4630
48,4736
49,4476
50,4630
51,4612
52,4180
53,4080
54,3778
55,3198
56,3530
57,3622
58,3950
59,4376
60,4932
61,4904
62,4604
63,4200
64,4234
65,4318
66,3328
67,3332
68,3240
69,3836
70,2956
71,3808
72,4128
73,3848
74,3472
75,3430
76,3348
77,3248
78,3064
79,1770
80,1370
81,1122
82,1134
83,1312
84,1640
85,2178
86,1688
87,1612
88,1500
89,2226
90,2786
91,2652
92,2756
93,2856
94,2594
95,3844
96,3580
97,4056
98,3896
99,3978
100,4328
101,4164
102,4640
103,4602
104,4404
105,4324
106,4124
107,3822
108,3646
109,3854
110,3890
111,4438
112,3440
113,3558
114,3618
115,3872
116,3980
117,3922
118,3716
119,3678
120,3838
121,3722
122,3864
123,3400
124,3962
125,4516
126,3686
127,3658
128,3614
129,3884
130,3216
131,3860
132,3686
133,3946
134,3596
135,3368
136,2650
137,2458
138,2418
139,2484
140,2938
141,3006
142,3356
143,2766
144,2648
145,3146
146,2980
147,3820
148,3754
149,3048
150,3114
151,2944
152,3004
153,3576
154,3414
155,4472
156,4394
157,3862
158,4702
159,4798
160,5424
161,6076
162,5798
163,5736
164,6068
165,6444
166,6248
167,6114
168,5888
169,5072
170,5062
171,5444
172,5600
173,5486
174,5348
175,5610
176,5420
177,6040
178,5440
179,4994
180,4674
181,4532
182,4816
183,4788
184,4928
185,5524
186,4988
187,5284
188,5338
189,4508
190,4158
191,4036
192,4010
193,3144
194,3532
195,3418
196,3834
197,4822
198,5694
199,5122
200,5090
201,5144
202,5862
203,5462
204,6132
205,6542
206,6186
207,5524
208,5454
209,5714
210,5142
211,5290
212,4984
213,5068
214,4468
215,4496
216,5446
217,5734
218,5732
219,5328
220,5362
221,5662
222,5518
223,5714
224,5580
225,5626
226,5538
227,5314
228,5328
229,4870
230,5094
231,4840
232,3732
233,3600
234,3202
235,3500
236,3602
237,3626
238,3676
239,3998
240,4560
241,4158
242,4062
243,4102
244,4186
245,3950
246,4506
247,4774
248,4650
249,4684
250,4278
251,4666
252,4514
253,4586
254,4332
255,4050
256,3626
257,3974
258,3636
259,3700
260,3616
261,3804
262,3930
263,4396
264,5006
265,4800
266,4384
267,4568
268,4560
269,4496
270,3944
271,4006
272,3858
273,3434
274,3896
275,4170
276,4052
277,4070
278,3668
279,2602
280,2642
281,3414
282,3362
283,3070
284,2896
285,2568
286,2334
287,1992
288,2464
289,2356
290,2410
291,2728
292,3154
293,3356
294,3790
295,3940
296,3624
297,3338
298,3342
299,2436
300,2628
301,2880
302,3160
303,3376
304,3294
305,3934
306,3790
307,3608
308,3904
309,3696
310,3728
311,4398
312,3722
313,3434
314,3746
315,3448
316,3542
317,3444
318,3352
319,3546
320,3744
321,3522
322,3282
323,3424
324,3184
325,2380
326,2674
327,2694
328,2216
329,2230
330,2426
331,2746
332,2448
333,2422
334,2942
335,2972
336,2696
337,2988
338,3020
339,3138
340,3098
341,4072
342,3622
343,3648
344,3606
345,3504
346,3790
347,3278
348,3120
349,2906
350,3394
351,3326
352,2998
353,3256
354,3244
355,2934
356,2584
357,2476
358,2366
359,3002
360,3034
361,3146
362,3366
363,3356
364,3594
365,3758
366,3358
367,3342
368,3372
369,3044
370,2824
371,2874
372,2970
373,2590
374,3012
375,3434
376,3310
377,2988
378,2834
379,2616
380,2662
381,2988
382,3154
383,2608
384,3136
385,3460
386,3760
387,3764
388,3742
389,3766
390,3948
391,3182
392,2890
393,2832
394,3372
395,2962
396,3166
397,3206
398,3012
399,2990
400,2828
401,2480
402,2538
403,2286
404,2584
405,2758
406,2444
407,2864
408,2894
409,3336
410,3306
411,3070
412,3296
413,3274
414,3430
415,3486
416,3548
417,4386
418,5086
419,4966
420,4604
421,5030
422,4684
423,5050
424,4488
425,4334
426,3874
427,3724
428,3956
429,3260
430,3932
431,3778
432,3232
433,3062
434,3294
435,3184
436,2542
437,3140
438,2612
439,2508
440,2826
441,2628
442,2696
443,2000
444,2746
445,2244
446,2912
447,3026
448,2224
449,1910
450,2152
451,2286
452,2568
453,2386
454,1594
455,1662
456,1964
457,1944
458,2062
459,2308
460,2732
461,2834
462,3262
463,3238
464,2676
465,2630
466,2718
467,2928
468,2852
469,2904
470,3122
471,3316
472,3630
473,3700
474,3900
475,3086
476,3570
477,3852
478,3158
479,3492
480,3528
481,3084
482,3212
483,3510
484,2892
485,2904
486,3204
487,3604
488,3836
489,3494
490,3166
491,3512
492,3474
493,3276
494,3480
495,3696
496,3386
497,3092
498,3000
499,2886
500,2856
501,2348
502,2136
503,1570
504,1936
505,2238
506,2010
507,1930
508,1694
509,1368
510,1248
511,1048
512,1942
513,2274
514,2272
515,1622
516,854
517,886
518,708
519,958
520,662
521,972
522,1176
523,1466
524,1638
525,2374
526,2388
527,2064
528,1734
529,1648
530,1350
531,1552
532,1786
533,1462
534,1510
535,1922
536,2516
537,3066
538,2824
539,2442
540,2956
541,3108
542,3198
543,2214
544,1696
545,2242
546,1986
547,1348
548,1458
549,1418
550,1952
551,1882
552,1412
553,1344
554,1918
555,2390
556,2416
557,1894
558,2202
559,1992
560,2628
561,2532
562,2446
563,2990
564,3158
565,3246
566,3142
567,3334
568,2542
569,1740
570,2008
571,1738
572,1864
573,2058
574,1730
575,2300
576,2322
577,1806
578,2320
579,2886
580,2490
581,2648
582,2452
583,2028
584,1888
585,2298
586,2488
587,2766
588,2694
589,2608
590,2066
591,1918
592,1976
593,1896
594,1058
595,1670
596,1618
597,1640
598,1780
599,2240
600,2288
601,2548
602,2896
603,3150
604,2974
605,3398
606,3030
607,2764
608,2606
609,2974
610,2804
611,2688
612,2966
613,2758
614,2792
615,2788
616,2618
617,1510
618,1290
619,1184
620,1066
621,1294
622,1330
623,1248
624,1102
625,1192
626,1306
627,1080
628,1168
629,1020
630,1186
631,992
632,1260
633,1314
634,1676
635,1574
636,1112
637,1382
638,1298
639,1566
640,1430
641,1358
642,1678
643,2174
644,2608
645,2702
646,2962
647,2984
648,2692
649,2794
650,3160
651,3200
652,2556
653,2340
654,2012
655,2098
656,2258
657,2736
658,2948
659,2244
660,2062
661,1646
662,1990
663,1602
664,2244
665,2346
666,1998
667,1928
668,2108
669,2068
670,2200
671,2758
672,2800
673,2848
674,2800
675,2740
676,2912
677,3082
678,2964
679,3094
680,2622
681,2892
682,3000
683,3328
684,2790
685,3112
686,2746
687,3108
688,3560
689,3634
690,3786
691,3826
692,4238
693,3496
694,3704
695,2844
696,2488
697,2896
698,3140
699,4482
700,4234
701,4034
702,3604
703,3610
704,3900
705,3512
706,4014
707,3990
708,3652
709,3598
710,3404
711,3810
712,3964
713,4170
714,3550
715,3714
716,3518
717,3886
718,4184
719,4286
720,4434
721,3998
722,5088
723,5114
724,4768
725,4140
726,4080
727,4230
728,4338
729,4720
730,4900
731,5292
732,5442
733,5690
734,6156
735,6014
736,5638
737,4724
738,5086
739,4512
740,4562
741,4276
742,4410
743,4528
744,4590
745,4486
746,4708
747,5250
748,5030
749,5328
750,4744
751,5370
752,5694
753,6302
754,6364
755,6318
756,6278
757,5602
758,5764
759,4786
760,3790
761,3506
762,3556
763,3326
764,3616
765,3222
766,3076
767,3378
768,3188
769,3454
770,3056
771,3544
772,3498
773,3950
774,4284
775,3814
776,4332
777,4140
778,4704
779,4298
780,4614
781,4412
782,4206
783,4488
784,4474
785,4324
786,4310
787,4490
788,4652
789,4708
790,4730
791,4566
792,4720
793,4202
794,3738
795,3782
796,4118
797,4564
798,4508
799,4660
800,4890
801,5020
802,5356
803,5516
804,4852
805,4538
806,4636
807,4886
808,5054
809,5016
810,4508
811,4550
812,4134
813,4236
814,4174
815,4562
816,4394
817,4296
818,3844
819,3974
820,4290
821,3732
822,3628
823,3890
824,4144
825,4090
826,3716
827,3762
828,3352
829,3252
830,3728
831,3588
832,4174
833,4496
834,4576
835,4470
836,3784
837,4034
838,4344
839,4042
840,3914
841,4318
842,4254
843,3906
844,3458
845,4184
846,4274
847,4786
848,4128
849,4168
850,4308
851,4232
852,4248
853,3834
854,3798
855,3210
856,3240
857,3744
858,3656
859,3388
860,3798
861,3092
862,3942
863,4046
864,4494
865,4204
866,4346
867,4760
868,3272
869,2894
870,3496
871,3728
872,3382
873,2966
874,3058
875,2638
876,2748
877,2894
878,2944
879,3044
880,3594
881,3124
882,3544
883,3922
884,3478
885,3254
886,2442
887,2506
888,3136
889,3032
890,2898
891,3490
892,3304
893,3146
894,3114
895,3000
896,2868
897,2836
898,3104
899,2518
900,2290
901,2146
902,2290
903,2660
904,2594
905,2416
906,3146
907,3678
908,3580
909,3658
910,4206
911,3630
912,3774
913,3656
914,3470
915,2952
916,3410
917,3402
918,2922
919,2432
920,2368
921,2228
922,2100
923,1636
924,1144
925,1328
926,1594
927,1292
928,1084
929,742
930,880
931,854
932,1102
933,768
934,842
935,822
936,570
937,386
938,568
939,836
940,1494
941,1324
942,1200
943,1216
944,1178
945,1048
946,1164
947,1080
948,712
949,770
950,938
951,1574
952,1778
953,1906
954,2084
955,1638
956,2016
957,2146
958,2242
959,2042
960,2052
961,1796
962,1798
963,1590
964,1488
965,1772
966,1654
967,1552
968,1714
969,1682
970,1910
971,1376
972,1064
973,914
974,1172
975,1176
976,514
977,664
978,1160
979,1138
980,1232
981,1236
982,1412
983,1390
984,1350
985,1160
986,1282
987,1490
988,1726
989,2152
990,2244
991,1888
992,2312
993,1838
994,1712
995,1890
996,1680
997,1884
998,1978
999,1882
1000,1310
1001,1162
1002,1488
1003,1326
1004,1218
1005,666
