,0.2,0.4,0.6,0.8,1,1.2
174,1090,5890,7388,7656,8246,-8050
175,1132,5918,7404,7920,8100,-8102
176,938,5850,7154,7854,7970,-8112
177,900,5652,7306,7914,7900,-8420
178,840,5462,7428,7820,7732,-8240
179,266,5088,7314,7616,8056,-8092
180,228,4902,7252,7814,8162,-8228
181,-14,5140,7198,7618,7838,-8246
182,548,5988,7654,7926,8242,-7864
183,520,6012,7734,7896,8406,-7870
184,428,5986,7368,8000,7838,-8232
185,416,6008,7146,7802,7680,-8202
186,104,5292,7214,7970,7954,-8084
187,86,5328,6986,7772,8064,-8192
188,418,5546,7608,8098,7774,-8016
189,592,5520,7006,7934,7876,-8106
190,-124,5032,6676,7830,7946,-8374
191,-108,4918,7012,7884,7992,-8372
192,-50,5500,7292,7908,8098,-7756
193,-406,5268,7124,7322,8054,-8142
194,-24,5608,7690,7582,8022,-7998
195,-586,5440,7342,7268,7956,-8018
196,-222,5760,7204,7652,7952,-8110
197,-276,5408,7258,7688,7750,-8154
198,104,5156,7254,7592,7702,-7926
199,-286,4788,6884,7628,7770,-7960
200,-690,4734,6858,7744,7852,-7960
201,-352,4996,7200,8052,8202,-7926
202,-598,4714,7106,7552,8000,-8544
203,-454,4806,7128,7464,8024,-8130
204,-264,5032,7140,7966,8026,-8100
205,-196,5370,7170,7824,8334,-8646
206,-78,5640,7314,7880,8110,-8538
207,408,5836,7218,7892,7678,-8260
208,290,5384,7044,7812,7992,-8500
209,160,5348,7134,7902,8132,-7842
210,218,5218,7058,7690,8022,-8168
211,222,5218,6886,7782,7970,-8114
212,770,5562,7198,7934,7834,-8446
213,684,5786,7606,7770,7812,-8146
214,640,5494,7448,7736,7950,-8144
215,312,5468,7050,7754,7758,-8336
216,132,5240,6740,7890,8052,-8388
217,220,5398,6844,8058,8356,-8276
218,338,5714,7124,8052,7964,-8088
219,-76,5422,7344,7612,7922,-8598
220,202,5458,7270,7784,8092,-8226
221,108,5398,6944,7480,8144,-7924
222,36,5304,6980,7598,8072,-8010
223,372,5430,7510,7788,7994,-8274
224,110,5260,7196,7578,8216,-7780
225,-378,4826,6918,7496,8122,-8284
226,-582,5044,6832,7572,7934,-8176
227,54,5478,6810,7506,8078,-8436
228,-212,5418,6906,8060,8054,-8292
229,30,5548,7270,7830,7950,-7998
230,-156,5176,6790,7198,8060,-8174
231,-82,5312,7038,7110,8230,-7970
232,-26,5674,7060,7462,8100,-8074
233,246,5588,7178,7530,8034,-8270
234,354,5494,6882,7764,8070,-8492
235,576,5730,7304,7918,8326,-8264
236,18,5596,7446,8040,8254,-8084
237,72,5692,7584,7764,7786,-7954
238,-150,5594,7126,7594,7896,-8204
239,180,5714,7574,7626,8156,-7922
240,318,5926,7690,8202,8204,-7924
241,78,5812,7202,7976,7778,-8596
242,-152,5336,6930,7584,7786,-8042
243,-434,5036,6952,7796,8126,-8342
244,-700,4734,6722,7540,8132,-8470
245,-636,4918,6968,7444,8238,-8322
246,-630,4974,6926,7384,7794,-8254
247,-312,5440,7498,7712,8240,-8074
248,-560,5464,7188,8016,8000,-8138
249,-380,5716,7182,7546,7784,-8460
250,-358,5682,7304,7704,7956,-8356
251,-610,5352,7302,7780,8138,-8032
252,-128,5244,7382,8072,8112,-8076
253,482,5718,7408,8036,8192,-7948
254,764,5616,7406,8068,8094,-8190
255,210,5364,6684,7588,7898,-8044
256,422,5224,6756,7700,8014,-8020
257,272,5098,7094,7714,8012,-8554
258,-48,5286,7200,7660,7876,-8152
259,-306,5000,6918,7728,8072,-8106
260,-92,5228,7204,8016,7968,-8140
261,108,5310,7238,8022,8022,-8128
262,734,5472,7168,7990,8154,-8168
263,1138,5944,7548,7924,8004,-7694
264,620,5474,6932,7446,7816,-8394
265,430,5212,7070,7384,7766,-8380
266,158,5190,7324,7706,8056,-8040
267,-304,4704,7172,7516,7882,-8268
268,-760,4566,7184,7682,8050,-8060
269,-812,5154,7396,7972,7920,-8190
270,-302,5598,7350,7900,8052,-8088
271,34,5756,7542,7778,8032,-8002
272,-260,5660,7334,7952,8000,-7936
273,-1058,4750,6670,7406,7558,-8106
274,-1166,5114,6548,7648,7974,-8494
275,-860,5294,7198,7680,7956,-8118
276,-924,4952,7002,7482,7902,-8294
277,-940,5036,6742,7722,8010,-7968
278,-472,5602,7462,7920,8186,-7766
279,-68,5772,7700,7986,8048,-8152
280,-484,5758,7592,7982,7886,-8402
281,-644,5450,7338,7538,8026,-8342
282,-632,5468,7668,7926,8462,-8096
283,-520,5624,7336,7984,8094,-8044
284,76,5904,7188,7866,8182,-8192
285,-458,5450,6908,7654,8132,-7892
286,-848,5036,6586,7976,7960,-8346
287,-160,5172,7212,7944,8116,-8012
288,170,5342,7348,7752,7892,-7634
289,408,5894,7246,7560,8108,-8134
290,342,5806,7382,7786,8332,-8250
291,752,6040,7172,8088,8172,-8518
292,572,5640,6794,7974,8110,-8232
293,224,5340,6758,7746,8172,-8188
294,-320,5162,6774,7508,8050,-8434
295,-532,5206,6846,7466,8084,-8580
296,-760,5174,6852,7546,7958,-8310
297,-834,5222,7130,7826,7912,-7892
298,-500,5444,7330,8058,7980,-8006
299,-624,5678,7020,7768,7836,-7730
300,-474,5570,6918,7844,7836,-7884
301,-300,5304,6928,7536,7662,-8128
302,212,5520,7438,7678,7970,-8286
303,414,5432,7268,7668,7850,-7932
304,352,5620,7208,7788,7936,-7900
305,336,5988,7290,7848,8136,-7566
306,894,6194,7544,8216,8120,-7934
307,562,5886,7138,7658,7810,-8382
308,212,5358,7008,7614,8208,-8212
309,-660,4882,6620,7442,8074,-8380
310,-810,5098,6976,7454,7860,-7946
311,-702,5030,7066,7580,7900,-8152
312,-772,5178,6980,7588,8018,-7936
313,-350,5320,7488,7450,7964,-7934
314,-408,5070,7144,7812,7480,-8288
315,-786,5122,6880,7920,7678,-8050
316,-422,5580,7518,8020,8092,-8184
317,-612,5148,7158,7674,8080,-7994
318,-654,5028,6892,7544,7854,-8612
319,-828,5028,6830,7678,7744,-8160
320,-1094,4852,6906,7556,7744,-8298
321,-988,5172,7040,7576,8238,-7806
322,-658,5452,6972,7522,8208,-8218
323,-756,5576,7358,7556,7828,-8210
324,-614,5398,7438,7594,7566,-8146
325,-616,5198,6934,7778,7760,-8296
326,-1100,5054,7002,7510,7974,-8260
327,-1090,5136,7314,7718,7972,-8062
328,-1368,5124,7072,7698,8082,-8200
329,-1106,5570,7030,7696,8062,-8164
330,-1124,5670,6978,7974,7960,-8242
331,-1180,5208,6984,7530,7908,-8256
332,-776,5508,7136,7318,7838,-7962
333,-450,5718,7354,7632,7754,-7840
334,-180,6120,7614,7970,8064,-7754
335,378,6292,7710,7932,7796,-7930
336,692,6090,7578,7650,8172,-8400
337,420,5716,7372,7664,8044,-7880
338,58,5474,7510,7730,8022,-8310
339,-170,5648,7610,7744,8010,-8274
340,-258,5732,7174,8098,7974,-8288
341,-524,5518,7322,7990,8394,-8168
342,-762,5668,7486,7938,7912,-8050
343,-652,5390,7238,8042,8098,-8170
344,-840,4866,6906,7642,7904,-8340
345,-820,4616,6842,7650,8040,-8382
346,-730,4744,7114,7714,8230,-8154
347,-1096,4912,7404,7582,8170,-8070
348,-668,4938,7572,7794,8112,-8054
349,-726,5354,7474,7710,8042,-8466
350,-384,5714,7436,7554,7532,-8346
351,-112,5694,7334,7928,8266,-7812
352,-138,5494,6938,7476,8284,-8280
353,-124,5722,7074,7232,7964,-7958
354,-40,5542,7034,7654,8116,-8038
355,-40,5508,7250,7698,7998,-8316
356,204,5298,7060,7496,7996,-8412
357,254,5356,7156,7916,8094,-8110
358,500,5780,7546,8098,8180,-8008
359,572,6084,7580,7534,8046,-8248
360,1140,6644,7846,7758,8206,-7834
361,492,5980,7006,7606,7854,-8224
362,406,5842,6886,7684,7648,-8540
363,-82,5576,6768,7672,7606,-8282
364,36,5298,7204,7766,7862,-8030
365,450,5516,7480,8342,8158,-7998
366,746,5864,7280,7914,8162,-8098
367,1164,6234,7312,8148,8162,-8004
368,1094,5968,7082,7724,8092,-8022
369,102,4934,6600,7498,7848,-8212
370,790,5508,7040,7706,7974,-7970
371,794,5560,7292,8040,7912,-7934
372,620,5560,7062,7632,7760,-8060
373,430,5280,7174,7802,8148,-8214
374,548,5388,7236,7614,7772,-8184
375,474,5544,7126,7622,7804,-7892
376,240,5606,6926,7586,8024,-8468
377,128,5642,6884,7654,8176,-8014
378,728,5674,7448,8258,8024,-7686
379,340,5194,7200,7784,7768,-8066
380,234,5310,7440,7598,8066,-8214
381,62,4880,6770,7370,7696,-8186
382,258,5618,7298,7924,8348,-8188
383,126,5572,7422,7626,7960,-8422
384,384,5330,7088,7582,7898,-8284
385,102,4930,6662,7474,7868,-8166
386,128,5096,6786,7740,7880,-8436
387,-84,4540,6530,7668,7962,-8332
388,-44,4884,6974,7378,7796,-8326
389,462,5390,7316,7980,8178,-8180
390,32,5274,7262,7580,8088,-8406
391,46,5816,7586,8112,8190,-8470
392,-642,5338,7106,7536,8116,-7928
393,-1308,4852,6846,7308,7790,-8220
394,-1046,5170,6918,7474,8220,-7972
395,-798,5598,7150,7648,8140,-7998
396,-514,5630,6954,7486,8386,-8320
397,-364,5486,7306,7780,7826,-7830
398,-310,5546,7292,7596,8114,-8320
399,-234,5540,7280,7802,8018,-8304
400,-708,5202,6740,7398,8026,-7924
401,-406,5150,6920,7874,7814,-8054
402,-48,5434,7352,7822,7744,-7990
403,172,5510,7386,8248,8092,-7656
404,338,5750,7092,7622,8202,-8050
405,8,5750,7106,7840,7832,-8160
406,168,5408,7354,7774,7806,-8288
407,-144,4894,6992,7630,7962,-8340
408,-218,4854,6926,7630,8070,-8050
409,-500,4622,6748,7704,7982,-8264
410,-272,5318,7180,7962,8118,-8262
411,-16,5360,7388,7904,8004,-8274
412,-182,5582,7144,7860,7900,-8358
413,-80,5600,7046,7860,7766,-7920
414,-304,5296,7044,7582,8056,-8180
415,-782,4934,6808,7846,7928,-8064
416,-940,4858,6714,7598,7850,-8244
417,-1318,4644,6790,7586,7934,-8240
418,-1032,5080,7280,7850,8396,-8194
419,-640,5732,7438,7954,8144,-8104
420,-726,6132,7134,7742,7904,-8658
421,-796,5970,7010,8148,7684,-8230
422,-596,5844,6954,7568,7958,-8012
423,-212,5710,7082,7634,8156,-8088
424,-168,5682,7200,7754,8020,-7946
425,-256,5256,7386,7594,8140,-8134
426,-154,5280,6890,7366,7936,-8340
427,194,5824,7130,7562,7946,-7984
428,44,5828,7038,7734,8018,-8138
429,210,6010,7470,7944,8190,-8420
430,10,5604,7146,7770,8092,-8132
431,-16,5742,7394,7658,8244,-7996
432,340,5728,7750,7672,8198,-7924
433,76,5664,7434,7526,8150,-8274
434,246,5750,7456,7716,8012,-7724
435,-142,5700,7238,7838,7692,-7938
436,-642,5444,7102,8182,8042,-8250
437,-574,5838,7536,8050,8282,-8146
438,-894,4892,6978,7740,7740,-8404
439,-996,4518,7034,7624,7740,-8148
440,-546,4770,7212,7720,8158,-8076
441,-410,4848,7154,7272,7928,-8262
442,-120,5146,7176,7750,8424,-7838
443,-106,5432,7070,7774,7758,-8168
444,44,5784,7392,7842,8044,-8432
445,448,5624,7466,7750,8082,-8246
446,-148,4960,7050,7786,8204,-8524
447,262,5176,7314,7794,7874,-8138
448,456,5410,7316,7726,7832,-8074
449,294,5358,6972,7542,7810,-8046
450,606,5720,7420,7608,8152,-8008
451,256,5620,7636,7412,8340,-7986
452,-348,5072,6986,7502,7862,-8288
453,-978,4178,6424,7534,7602,-8406
454,-582,4898,6808,7892,8308,-8084
455,-84,5444,7504,8080,8294,-7838
456,462,6194,7806,7946,8156,-7674
457,680,5852,7240,7294,8044,-8430
458,474,5968,7158,7732,7782,-8394
459,368,5936,7176,7804,8024,-8192
460,484,5832,7326,7768,7942,-7880
461,530,6058,7480,8166,8300,-7988
462,454,5880,7342,8086,8056,-8202
463,770,5814,7260,8164,8414,-7956
464,512,5948,7290,8154,8524,-7740
465,306,5344,7098,7726,7976,-8034
466,88,5150,6868,7720,8142,-8338
467,216,5594,7000,7588,8008,-8162
468,436,5490,6918,7690,8150,-8060
469,398,5242,7180,7634,7748,-7972
470,654,5164,7342,7738,7892,-8236
471,320,5004,7240,7886,8218,-8148
472,-202,4978,6800,7892,8038,-8354
473,-124,5548,6964,8028,8126,-8230
474,560,6020,7402,8150,8064,-7948
475,-68,5260,7024,7570,7662,-8124
476,-198,4890,6804,7162,7910,-8296
477,-378,4948,6498,7376,8148,-8078
478,-14,5506,7236,7648,8060,-8010
479,-128,5518,7500,7682,7858,-8144
480,92,5612,7456,8122,8092,-8216
481,78,5218,7084,7894,7774,-8314
482,140,5370,6918,7668,7828,-7806
483,280,5740,7562,7970,8186,-7944
484,488,5874,7570,7906,7944,-8192
485,764,5968,7538,7548,8088,-8196
486,498,5616,7336,7342,7586,-8292
487,128,6094,7376,7882,7936,-8284
488,478,6132,7588,7714,8062,-7928
489,544,5832,7430,7762,7670,-8048
490,476,5530,7218,7794,7616,-8626
491,610,5736,7150,7930,8052,-8262
492,802,6048,7508,8236,8470,-7800
493,816,6092,7422,7988,7832,-8052
494,526,5462,6880,7496,7690,-8330
495,632,5756,7242,7912,8146,-7982
496,414,5348,7166,7652,7866,-8026
497,-38,5368,7136,7672,7928,-8058
498,26,5568,7174,7528,7856,-8324
499,570,5700,7374,8190,8130,-7992
500,436,5694,7424,7816,8276,-8048
501,638,5630,7644,8002,8126,-8294
502,776,5874,7840,7970,8302,-8104
503,74,5494,7668,7954,7916,-8528
504,-74,5160,7168,8064,7676,-7736
505,-180,5178,7252,7752,7408,-8206
506,-346,4832,7246,7486,7634,-8280
507,-254,5494,7404,7554,7812,-8534
508,272,5848,7440,7674,7916,-8006
509,144,5548,7124,7538,8010,-7858
510,-102,5258,6584,7500,7786,-8178
511,198,5246,6910,7586,7942,-8126
512,498,5440,7480,7738,7902,-8182
513,128,4722,6756,7394,7802,-8440
514,262,5362,7370,7692,7670,-8446
515,190,5544,7248,7898,8152,-8180
516,638,6120,7440,7850,8130,-8220
517,464,6032,7430,7852,7948,-8378
518,464,5732,6962,7980,7964,-8158
519,248,5846,7272,7836,7720,-8272
520,204,5504,7550,7316,7854,-7936
521,290,5768,7678,7534,8296,-8236
522,254,5688,7390,7650,8060,-8176
523,300,5440,6892,7618,8046,-8328
524,222,5140,6878,7524,7662,-8120
525,-186,4978,6552,7528,7904,-8206
526,-302,5362,6956,8116,8040,-8066
527,240,5950,7280,7964,8126,-7788
528,78,5880,6914,7450,7898,-7694
529,-160,5402,7108,7666,7536,-8364
530,246,5496,6924,8112,8028,-8228
531,-150,5266,7018,7954,7784,-8130
532,-448,5590,6970,8046,7960,-8094
533,-334,5642,7270,8066,8102,-8284
534,-360,5472,7262,7498,7808,-8246
535,-308,5888,7336,7934,7826,-8096
536,-572,5464,6994,7872,7686,-8356
537,-498,5162,7114,7262,7830,-8066
538,-482,5332,7170,7322,7720,-8194
539,-50,5828,7006,7602,8006,-8116
540,-38,5478,6680,7698,7858,-7902
541,140,5638,6984,7708,7992,-8026
542,196,5302,7012,7734,8146,-8174
543,466,5614,7312,7954,8232,-8088
544,448,5678,7382,8158,8286,-8194
545,722,5204,7416,7732,7862,-7900
546,666,5426,7452,7658,7978,-7964
547,914,5660,7288,7616,8256,-8158
548,752,5836,7476,7704,7986,-7950
549,518,5520,7404,7682,8022,-8512
550,1068,5520,7602,8108,8102,-8132
551,712,5556,7436,8080,7974,-8280
552,676,5606,7232,7764,7852,-8232
553,284,5396,7410,7672,7900,-8328
554,38,5004,6950,7504,7806,-8232
555,376,5216,7056,7590,8060,-8272
556,698,5784,7512,8136,8570,-7948
557,-224,5474,6914,7994,7864,-8040
558,24,5740,7128,7908,7966,-8140
559,354,5590,7214,7786,8040,-8426
560,606,5402,7240,8044,8130,-8290
561,802,5614,7382,8028,8284,-8006
562,848,5724,7594,8006,8466,-8092
563,1054,5830,7266,7652,8002,-8450
564,946,5710,7194,7700,7714,-8200
565,730,5364,6872,7306,7822,-8556
566,278,5042,6918,7454,8056,-8114
567,-46,4926,6642,7352,7952,-8144
568,392,5342,7342,7502,8244,-8220
569,310,5754,7276,8112,8230,-8200
570,94,5462,6922,7876,8148,-8268
571,322,5208,6642,7370,7744,-8428
572,62,5176,7070,7654,7784,-8352
573,94,5322,7104,7552,7664,-8154
574,12,5134,7008,7792,7950,-8000
575,238,5664,7224,7606,8082,-8368
576,92,5448,7134,7506,7848,-8374
577,-168,5238,7146,7428,8126,-8228
578,2,5518,7166,7544,8294,-8354
579,-286,5458,7070,7216,8048,-8180
580,4,5592,7190,7762,7850,-8202
581,396,6096,7634,7730,8150,-8052
582,-48,5880,7274,7786,7748,-8410
583,-42,5832,7414,8230,8436,-7874
584,-50,5648,7240,8028,8210,-7970
585,122,5376,7460,7918,8242,-8248
586,48,5350,7264,7590,8160,-8444
587,192,5406,7184,7608,7908,-8442
588,-266,5218,7150,7964,8028,-8038
589,68,5864,7482,8184,8320,-8180
590,-140,5494,7208,8066,7900,-8350
591,-134,5312,7030,7570,8020,-8360
592,-422,5232,7010,7268,7816,-8194
593,-608,5470,7152,7472,7956,-8092
594,-66,5808,7146,7696,7852,-7802
595,-70,5878,6744,7724,7634,-8276
596,-132,5440,6968,7826,7660,-8254
597,-216,5620,7436,8006,7746,-8080
598,-58,5374,7232,7716,7982,-8052
599,-206,5310,6976,7624,7930,-7978
600,-42,5298,7048,7782,7776,-8196
601,92,5484,7014,8054,8058,-8576
602,78,5488,7612,8184,8094,-8036
603,-168,5546,7050,7432,7982,-8308
604,-388,5760,7078,7552,8294,-7920
605,-436,5798,7056,7738,8244,-8102
606,-572,5832,6932,7926,7810,-8066
607,-364,5794,6946,7804,7890,-8068
608,350,6460,7360,7820,8190,-8090
609,320,6212,7706,8078,8496,-8126
610,356,5998,7708,7932,8158,-8200
611,10,5334,7222,7838,8088,-8372
612,472,5952,7096,8050,8394,-7746
613,310,6016,7110,7816,8132,-7638
614,66,5640,6906,7654,7608,-8216
615,-304,5414,6992,7490,7564,-8046
616,-134,5606,7368,7738,8002,-8166
617,-388,5540,7418,7836,8266,-8056
618,-466,5998,7294,7592,8098,-8238
619,-90,5842,7060,7528,8198,-7920
620,-552,5362,7084,7294,8162,-8396
621,-1120,4920,7000,7522,7812,-8206
622,-1322,4686,6486,7758,8140,-8434
623,-1020,4976,6786,7676,8162,-8046
624,-946,5348,6838,8148,8046,-8222
625,-600,5942,7424,8264,8186,-7974
626,-404,6108,7320,7528,8160,-7802
627,28,6278,7284,7600,7780,-8138
628,356,6082,7228,7824,7978,-8020
629,584,6238,7390,7924,8128,-8248
630,648,6146,7288,7456,8022,-8100
631,632,6004,7310,7930,8114,-8168
632,776,5500,7252,7626,7918,-8368
633,690,5590,7322,7700,7834,-8110
634,286,5286,7094,7932,8230,-8084
635,8,5194,7376,7686,8166,-7992
636,264,5546,7508,7864,7634,-8078
637,4,5308,7364,7830,7690,-7994
638,-338,5330,7040,7692,7742,-8052
639,90,5216,7302,7814,7870,-8110
640,-210,5362,7082,7544,7936,-8420
641,86,5646,7126,7812,8226,-8184
642,246,5506,6948,7352,8184,-8134
643,-352,5158,6774,7510,7998,-8066
644,-126,5242,6962,7656,7704,-8374
645,-196,5038,7168,7572,7732,-8214
646,-76,5642,7454,8112,8208,-8268
647,438,6098,7470,7822,8458,-7734
648,536,6228,7102,7616,7920,-8106
649,28,5856,7076,7492,8068,-8096
650,-178,5696,7252,7506,7954,-8002
651,-124,5690,6926,7604,7948,-8484
652,-70,5696,7248,7874,8058,-8390
653,-36,5826,7214,7746,8274,-8388
654,362,5644,7348,7912,8190,-7890
655,608,5702,7644,8094,7978,-7766
656,530,5726,7440,8164,8474,-8036
657,500,5476,7234,7878,8138,-7832
658,428,5420,7168,7596,7902,-8386
659,490,5582,7114,7864,8084,-8146
660,666,5642,6988,7794,8158,-8206
661,464,5648,7192,7898,8280,-8112
662,730,5882,7352,7826,7648,-8008
663,288,5636,7210,7582,7686,-8174
664,380,5746,7432,8026,8272,-8180
665,-258,5598,7522,7882,8150,-8520
666,-22,5628,7556,7776,8026,-7824
667,718,5736,7590,7836,8332,-8304
668,432,5462,7596,7798,8212,-8136
669,342,5114,7326,8070,8218,-7774
670,468,5196,6718,7456,7992,-8458
671,808,5764,7120,7700,8282,-8180
672,126,5394,7074,7730,7838,-8140
673,-386,4756,6894,7494,7674,-8102
674,-76,5016,6868,7502,8148,-7786
675,-588,5128,6944,7874,8126,-8250
676,-642,5240,7080,7808,8294,-8102
677,-306,5630,7226,7924,7874,-7940
678,-344,5420,7208,7718,8258,-8000
679,-78,5598,7324,8004,7888,-8532
