,0
0,-278
1,-302
2,-546
3,-1028
4,-1578
5,-2046
6,-1696
7,-1856
8,-2616
9,-3494
10,-3590
11,-3930
12,-3672
13,-4292
14,-4340
15,-4606
16,-5486
17,-5310
18,-4848
19,-5258
20,-4928
21,-5428
22,-5468
23,-5886
24,-5974
25,-5714
26,-6194
27,-5924
28,-5404
29,-4962
30,-5578
31,-5018
32,-5122
33,-4846
34,-5022
35,-5710
36,-6138
37,-6508
38,-6830
39,-6850
40,-6410
41,-6314
42,-6866
43,-7468
44,-6898
45,-6916
46,-7278
47,-7288
48,-7148
49,-6798
50,-6066
51,-5506
52,-5524
53,-5538
54,-5232
55,-5554
56,-5736
57,-6104
58,-6962
59,-6416
60,-6322
61,-6282
62,-7374
63,-7484
64,-6868
65,-7494
66,-7732
67,-7410
68,-7526
69,-7452
70,-7356
71,-7602
72,-8004
73,-7408
74,-7470
75,-7752
76,-7150
77,-7018
78,-6938
79,-6822
80,-6590
81,-6090
82,-6168
83,-6468
84,-6374
85,-6250
86,-7086
87,-7220
88,-7458
89,-7050
90,-7196
91,-7338
92,-6766
93,-7352
94,-7806
95,-8270
96,-7794
97,-7838
98,-7718
99,-8274
100,-7508
101,-7792
102,-7470
103,-6924
104,-6786
105,-7226
106,-6904
107,-7180
108,-6752
109,-6974
110,-7258
111,-7040
112,-7042
113,-6582
114,-6806
115,-7056
116,-6682
117,-6308
118,-6480
119,-6562
120,-6158
121,-5768
122,-6676
123,-7332
124,-7242
125,-6996
126,-7180
127,-7210
128,-7560
129,-7450
130,-7662
131,-7912
132,-7256
133,-7406
134,-7794
135,-7686
136,-8064
137,-7636
138,-7258
139,-7494
140,-6858
141,-6754
142,-7350
143,-7112
144,-7132
145,-7570
146,-7560
147,-8560
148,-8132
149,-7860
150,-7890
151,-7916
152,-8212
153,-7944
154,-8514
155,-8236
156,-8574
157,-8576
158,-8842
159,-9318
160,-9308
161,-8674
162,-8696
163,-8082
164,-7756
165,-6682
166,-6948
167,-6696
168,-6468
169,-6286
170,-6174
171,-6048
172,-5668
173,-5426
174,-5374
175,-5300
176,-5106
177,-5452
178,-6266
179,-5568
180,-5412
181,-5294
182,-5362
183,-5502
184,-5946
185,-6192
186,-5842
187,-5746
188,-6172
189,-6024
190,-6126
191,-6062
192,-6102
193,-5600
194,-5414
195,-6422
196,-6106
197,-5740
198,-5890
199,-5826
200,-5794
201,-6014
202,-6236
203,-6612
204,-6104
205,-6524
206,-6134
207,-5320
208,-4962
209,-5468
210,-5448
211,-5394
212,-5764
213,-6420
214,-6566
215,-6138
216,-6278
217,-6694
218,-6236
219,-6498
220,-6612
221,-6868
222,-7570
223,-7512
224,-6444
225,-6366
226,-6564
227,-7148
228,-7998
229,-8226
230,-8262
231,-8808
232,-8682
233,-9348
234,-9978
235,-9338
236,-8532
237,-7902
238,-8192
239,-8070
240,-8566
241,-7644
242,-7632
243,-7646
244,-7996
245,-8270
246,-7938
247,-8288
248,-8068
249,-7472
250,-7620
251,-7200
252,-7132
253,-5936
254,-5014
255,-4936
256,-4964
257,-5026
258,-5084
259,-5394
260,-5268
261,-5820
262,-6502
263,-6288
264,-5782
265,-6030
266,-5956
267,-5958
268,-5448
269,-5580
270,-5644
271,-5560
272,-5394
273,-5214
274,-5786
275,-5698
276,-5908
277,-5464
278,-5540
279,-5570
280,-5368
281,-4978
282,-4810
283,-5334
284,-5730
285,-6574
286,-6506
287,-5704
288,-5426
289,-4866
290,-4712
291,-4460
292,-4210
293,-3882
294,-4398
295,-5754
296,-5280
297,-5170
298,-5334
299,-6058
300,-6060
301,-5878
302,-6284
303,-6094
304,-5672
305,-5606
306,-5474
307,-5498
308,-6028
309,-6238
310,-6232
311,-5792
312,-5124
313,-4796
314,-4682
315,-4594
316,-4590
317,-5112
318,-5060
319,-5004
320,-5174
321,-5884
322,-5838
323,-5848
324,-5614
325,-6350
326,-5756
327,-5480
328,-5816
329,-6148
330,-6066
331,-6802
332,-6614
333,-7396
334,-8146
335,-8728
336,-9282
337,-9722
338,-9250
339,-9120
340,-9156
341,-8832
342,-8816
343,-8484
344,-8376
345,-8090
346,-8774
347,-8496
348,-8938
349,-8170
350,-8334
351,-8928
352,-8768
353,-8140
354,-7856
355,-8298
356,-8096
357,-8090
358,-8722
359,-7586
360,-7700
361,-7702
362,-7488
363,-6672
364,-6742
365,-6248
366,-6690
367,-6358
368,-6676
369,-6942
370,-7536
371,-7030
372,-7004
373,-7062
374,-7118
375,-6724
376,-6874
377,-6814
378,-6408
379,-6486
380,-6536
381,-6348
382,-5792
383,-5738
384,-5858
385,-5160
386,-5068
387,-5746
388,-6222
389,-6224
390,-6258
391,-6284
392,-6560
393,-6662
394,-6428
395,-5970
396,-6060
397,-5660
398,-5668
399,-5042
400,-4570
401,-4532
402,-3970
403,-4386
404,-4390
405,-3834
406,-4826
407,-4638
408,-4616
409,-5598
410,-5544
411,-5504
412,-6080
413,-6276
414,-6132
415,-7276
416,-6740
417,-5958
418,-5746
419,-6268
420,-6230
421,-6352
422,-6432
423,-6272
424,-6300
425,-6504
426,-6606
427,-6704
428,-7096
429,-7428
430,-6894
431,-6904
432,-6824
433,-6504
434,-7222
435,-7482
436,-6802
437,-6816
438,-6146
439,-6242
440,-6416
441,-6784
442,-6602
443,-7304
444,-6884
445,-6876
446,-6990
447,-6888
448,-7148
449,-7002
450,-7358
451,-7942
452,-8024
453,-7934
454,-8088
455,-8622
456,-8918
457,-8536
458,-9012
459,-9268
460,-9854
461,-9600
462,-9358
463,-9238
464,-8686
465,-8222
466,-7998
467,-7478
468,-7040
469,-7566
470,-7766
471,-7722
472,-7296
473,-7674
474,-7072
475,-6666
476,-6572
477,-6758
478,-6718
479,-7070
480,-7478
481,-7452
482,-7130
483,-7028
484,-7160
485,-7104
486,-7530
487,-6884
488,-6898
489,-6496
490,-5826
491,-5450
492,-5132
493,-5738
494,-5988
495,-6288
496,-6136
497,-6084
498,-6444
499,-6636
500,-6226
501,-6232
502,-6378
503,-6226
504,-6118
505,-5980
506,-5524
507,-5068
508,-4940
509,-5530
510,-5112
511,-4840
512,-4844
513,-5166
514,-5168
515,-5054
516,-5432
517,-6816
518,-6866
519,-7258
520,-7230
521,-7332
522,-6370
523,-5958
524,-6212
525,-5826
526,-6154
527,-6480
528,-6398
529,-6234
530,-5804
531,-5944
532,-6214
533,-6448
534,-7166
535,-7394
536,-7668
537,-7856
538,-8364
539,-8344
540,-7630
541,-7602
542,-7556
543,-6960
544,-7722
545,-7126
546,-7312
547,-7548
548,-7496
549,-7822
550,-8374
551,-8026
552,-7838
553,-7870
554,-7456
555,-7110
556,-7344
557,-7148
558,-7464
559,-7080
560,-7768
561,-7782
562,-8428
563,-7950
564,-7564
565,-7534
566,-7264
567,-7140
568,-7080
569,-7066
570,-6764
571,-6836
572,-7694
573,-7862
574,-7712
575,-7690
576,-7050
577,-7236
578,-7176
579,-7448
580,-7528
581,-6748
582,-6958
583,-7040
584,-7236
585,-7096
586,-7080
587,-7304
588,-7544
589,-7658
590,-8424
591,-8620
592,-8984
593,-8392
594,-8170
595,-7834
596,-7580
597,-7316
598,-7928
599,-8110
600,-7732
601,-7168
602,-7216
603,-7060
604,-7204
605,-7194
606,-7078
607,-6462
608,-6176
609,-6022
610,-6148
611,-6590
612,-5942
613,-5136
614,-5238
615,-5400
616,-5126
617,-5436
618,-5390
619,-5820
620,-5994
621,-6008
622,-5792
623,-5564
624,-5232
625,-5204
626,-4848
627,-5284
628,-5980
629,-5740
630,-6644
631,-6968
632,-7164
633,-6534
634,-6776
635,-6078
636,-6572
637,-6800
638,-6948
639,-7228
640,-7184
641,-6852
642,-6858
643,-7124
644,-7366
645,-6834
646,-6922
647,-7198
648,-7354
649,-7036
650,-6652
651,-6466
652,-6198
653,-6000
654,-5540
655,-5972
656,-5658
657,-6484
