,0.2,0.4,0.6,0.8,1,1.2
96,-248,6774,9408,10454,10694,10914
97,268,7606,9704,10628,11220,11452
98,542,7662,9326,10602,10744,11094
99,568,7646,9532,10458,10734,10740
100,464,7774,9728,10760,10842,10880
101,8,7108,9570,10630,10478,10938
102,-266,6724,9294,10226,10704,10516
103,-284,6682,9614,10546,10986,10796
104,-626,6416,9394,10436,10714,10804
105,-890,6688,9158,10530,10584,10956
106,-1236,6592,9100,10038,10650,10948
107,-1018,6342,9422,10280,10870,11012
108,-430,6810,9718,10468,10638,11016
109,-332,7100,9906,10588,10556,11068
110,-234,7110,9876,10376,10718,10980
111,-528,6882,9694,10154,10806,11376
112,-764,6752,9116,10054,10692,11406
113,-622,7048,9300,10306,10648,10912
114,-688,7044,9650,10614,10722,11376
115,-538,7668,9820,11176,11204,11256
116,-822,7136,9706,10672,10852,11018
117,-656,6622,9270,10210,10704,11076
118,-692,6890,9378,10338,10826,10850
119,-666,6836,9530,10172,10868,10934
120,-204,7066,9954,10396,10982,11298
121,-8,7036,9916,10576,10902,11006
122,158,7252,9828,10360,10606,10928
123,150,7200,9782,10516,10882,11174
124,170,7238,9614,10432,10842,10896
125,316,7220,9920,10514,11036,11210
126,324,7434,9914,10938,10960,11196
127,320,7104,9686,10360,10556,10960
128,592,7082,9982,10494,10668,10814
129,182,7256,9974,10468,10934,10892
130,768,7604,10018,10640,10810,11382
131,584,7408,9942,10544,10796,11070
132,164,6780,9434,10400,10310,10938
133,268,7034,10150,10522,10810,11120
134,-66,6834,9850,10288,10636,11040
135,122,7018,9792,10608,11010,11254
136,498,7168,9892,10656,11160,11348
137,416,7354,9734,10628,10948,10880
138,752,7594,9818,10542,10900,10858
139,286,7178,9418,10452,10342,10942
140,174,6792,9426,10334,10860,10932
141,130,6948,9476,10436,10780,11148
142,-84,7160,9538,10588,10746,10934
143,476,7388,9592,10406,10468,11110
144,330,7302,9328,10538,11044,11484
145,458,7262,9488,10714,10964,11118
146,312,7198,9376,10318,10894,11114
147,-462,6620,9336,9948,10750,11134
148,-652,6760,9564,10534,10954,11102
149,-604,6890,9618,10320,10728,10906
150,-414,7020,9866,10782,10820,10894
151,-234,7218,9664,10326,10836,11006
152,136,7290,9730,10414,10666,10898
153,432,7496,10028,10680,10934,11008
154,232,7210,9888,10660,10792,11308
155,334,7234,9728,10884,11006,11178
156,584,7376,9788,10912,10946,11048
157,580,7380,9654,10572,11044,11212
158,610,7056,9412,10252,10932,11038
159,98,6840,9492,10354,10854,10960
160,-206,6514,9414,9972,10740,10896
161,-10,6718,9208,10386,11014,10988
162,-240,6786,9572,10420,10886,11040
163,-112,6970,9890,10476,10826,11412
164,222,7230,9840,10210,10660,11204
165,430,7554,9732,10490,11046,11294
166,304,7334,9202,10284,10910,11428
167,458,7336,9570,10370,10778,11172
168,688,8002,10070,10948,11302,11538
169,524,7864,9768,10114,10878,10978
170,556,7346,9066,10004,10754,11030
171,480,7522,9236,10086,10836,10798
172,626,7576,9490,10510,10612,10830
173,682,7558,9826,10686,10660,10774
174,1190,7866,10018,10656,10730,11504
175,1298,7754,9926,10514,11082,11392
176,1184,7368,9438,10428,10882,11144
177,1064,7354,9490,10456,10806,10770
178,938,7228,9272,10218,10596,10906
179,314,7032,9350,10074,10720,11216
180,242,6824,9356,10446,10656,11278
181,38,6824,9096,10354,10480,10978
182,618,7730,9892,10814,10836,10972
183,512,7748,9458,10634,10746,11286
184,420,7572,9482,10686,10946,10752
185,442,7774,9444,10542,10956,10968
186,48,7406,9430,10684,10828,10918
187,-72,7564,9712,10522,11074,11044
188,224,7826,9856,10772,11400,11060
189,420,7406,9614,10716,11114,10932
190,-408,7106,9194,10498,11010,11122
191,-504,7180,9318,10364,11128,10992
192,-266,7284,9312,10624,10932,11030
193,-532,6836,9098,10398,10768,10854
194,-202,7522,9324,10754,11054,11190
195,-600,7074,9178,10504,10762,11028
196,-278,7320,9214,10546,10880,10980
197,-394,7002,9308,10246,10922,10984
198,-48,6974,9596,10010,10554,10754
199,-348,6732,9250,9954,10774,10648
200,-758,6818,9468,10220,10612,10728
201,-408,7070,9702,10142,10862,11238
202,-656,6702,9252,10370,10856,11226
203,-548,6652,9194,10596,11264,10996
204,-344,6842,9558,10542,11102,11256
205,-294,7142,9758,10334,10904,11230
206,-196,7064,9876,10464,11028,11648
207,310,6990,9616,10724,10970,11260
208,120,6658,9090,10616,10900,10870
209,30,6884,9628,10544,10902,11284
210,36,7102,9570,10526,11078,11170
211,68,7002,9142,10482,11124,10722
212,564,7596,9530,10698,11044,11144
213,468,7606,9862,10560,10768,11046
214,540,7396,10156,10598,10676,11182
215,6,7050,9626,10314,11008,11002
216,-160,7052,9428,10314,11004,10952
217,18,7384,9446,10382,11280,10778
218,194,7794,9366,10488,11064,11196
219,-194,7532,9434,10404,10646,10826
220,146,7558,9628,10484,11196,11034
221,100,7538,9532,10200,10840,11002
222,36,7220,9306,10214,10752,11108
223,290,7078,9686,10314,10952,11128
224,54,6928,9502,10352,10950,11070
225,-374,6906,9188,9980,10752,11116
226,-594,6986,9470,10140,10690,10976
227,72,7414,9716,10416,10794,11128
228,-168,7240,9362,10330,11098,11212
229,66,7382,9588,10268,10884,11308
230,-84,6876,9216,10250,10706,10992
231,-4,7360,9664,10482,10864,10708
232,52,7246,9602,10588,10904,11238
233,298,6994,9688,10252,10854,11224
234,386,7028,9780,10322,10826,11212
235,580,7422,10104,10200,10770,11130
236,-6,7438,10012,10542,10946,11524
237,56,7614,9750,10054,10772,10890
238,-158,7506,9474,10140,10730,10822
239,190,7680,9882,10342,11082,10934
240,374,7910,10052,10776,10626,10796
241,126,7520,9632,10214,10564,11038
242,-124,6962,9610,10246,10632,11128
243,-420,6710,9460,10374,10996,11036
244,-608,6706,9356,10236,10868,10948
245,-554,6782,9528,10704,10884,11388
246,-524,6766,9400,10340,10610,11320
247,-196,7426,9430,10350,10866,11080
248,-512,7250,9330,10168,10568,11190
249,-308,7410,9228,10200,10388,11034
250,-386,7412,9532,10366,10780,11380
251,-646,7248,9436,10260,11030,11274
252,-238,7248,9448,10436,10778,10958
253,408,7478,9820,10494,10600,10884
254,640,7572,9746,10684,10896,10972
255,224,7028,9292,10658,10840,11006
256,354,6910,9568,10372,10976,11110
257,146,6520,9350,10214,10828,11252
258,-124,6446,9400,10172,10788,10852
259,-362,6504,9348,10488,10444,10992
260,-136,6726,9466,10690,10712,10910
261,86,6914,9436,10476,10742,11060
262,636,7466,9882,10552,10900,11030
263,1196,7670,10218,10810,11228,11216
264,654,6804,9248,9998,10826,10926
265,514,6694,9340,10270,10624,10898
266,226,6714,9796,10632,10946,11240
267,-340,6646,9360,10300,10574,10980
268,-760,6820,9278,10342,10826,11054
269,-774,6986,9628,10486,10872,11334
270,-324,7154,10038,10428,10846,11222
271,34,7172,9714,10504,10928,11168
272,-334,6940,9918,10544,10664,11104
273,-1170,6368,9162,10036,10502,11000
274,-1204,6516,9236,10238,10536,11010
275,-908,6870,9620,10054,10940,11230
276,-1046,6910,9330,9974,10866,11148
277,-1076,6934,9254,10090,10734,11166
278,-578,7468,9712,10872,11054,11332
279,-124,7632,10018,10718,11136,11156
280,-600,7428,9662,10382,10812,11300
281,-760,7192,9666,10146,10852,11198
282,-770,7208,9818,10698,10948,11016
283,-676,7496,10134,10614,11128,10816
284,-56,7656,9944,10388,10754,10880
285,-572,7280,9664,10470,10958,10936
286,-1024,6834,9278,10344,10712,11042
287,-384,7050,9766,10336,11220,11240
288,40,7262,9616,10772,11094,11290
289,414,7560,9774,10554,11020,11392
290,354,7334,9660,10500,11100,11636
291,720,7240,9718,10302,10922,10784
292,540,7162,9332,10446,10850,11186
293,146,6880,9348,10386,11194,11162
294,-414,6544,9230,10262,10960,10626
295,-706,6408,9090,9974,10888,10842
296,-768,6542,9356,10336,11056,10950
297,-850,6564,9350,10490,10810,11308
298,-620,7000,9664,10684,11006,11150
299,-700,7206,9686,10922,10994,11178
300,-574,7142,9794,10574,10598,11354
301,-452,7124,9706,10384,10834,11046
302,2,7308,9766,10428,10846,11168
303,222,7056,9514,10184,10904,11008
304,194,7120,10062,10548,10772,11148
305,190,7480,10064,10572,10986,10710
306,894,8154,10076,10616,11094,11326
307,600,7492,9562,10552,10608,10880
308,250,6846,9294,10122,10772,11126
309,-566,6078,9064,10006,10948,11092
310,-872,6272,9198,10150,10938,10480
311,-724,6572,9374,10126,10914,11034
312,-850,6774,9444,10704,10850,11146
313,-418,7268,9752,10766,11268,10912
314,-476,7278,9622,10534,10930,11044
315,-814,7114,9400,10314,11258,11078
316,-450,7298,9662,10526,11058,11352
317,-548,6992,9612,10680,10672,11090
318,-710,6884,9292,10344,10180,10824
319,-782,6524,9260,10402,10978,10752
320,-918,6442,9120,10152,10762,10854
321,-896,7068,9680,10378,11104,11128
322,-540,7188,9510,10390,10936,10738
323,-636,7034,9512,10396,10830,10954
324,-488,7014,9274,10186,10794,10840
325,-428,7030,9388,10260,10762,10984
326,-906,6934,9390,10516,10858,10632
327,-1044,6646,9630,10622,10768,10578
328,-1356,6334,9298,10476,10650,11032
329,-1120,6694,9364,10610,10864,10940
330,-1222,6856,9588,10366,10796,11062
331,-1246,6598,9242,10416,10638,10938
332,-908,7156,9326,10364,11126,10964
333,-528,7302,9554,10604,10978,11046
334,-264,7338,9692,10890,10770,11128
335,326,7780,9738,10936,11022,11216
336,626,7758,9672,10650,11078,11236
337,392,7558,9826,10330,10800,11212
338,94,7434,9762,10232,10678,11076
339,-62,7440,10002,10328,10716,11112
340,-164,7332,9640,10364,10692,11132
341,-370,7106,9460,10528,10830,10916
342,-708,7276,9832,10484,10868,11172
343,-684,6960,9726,10666,10928,10894
344,-868,6812,9168,10574,11056,10956
345,-882,6652,8966,10130,10936,10798
346,-754,6612,9554,10414,10600,11386
347,-1166,6842,10054,10058,10788,11182
348,-658,7054,9820,10250,10930,10940
349,-700,6992,9864,10542,11020,11038
350,-340,7408,9748,10332,10844,10936
351,-32,7498,9826,10438,11100,11136
352,-116,7394,9720,10168,10856,11002
353,-120,7462,9546,10446,10486,10858
354,-96,7328,9220,10672,10684,10976
355,-178,7152,9390,10776,10882,10912
356,118,7030,9300,10336,10546,10900
357,282,7334,9130,10388,10678,11076
358,546,7348,9566,10538,11030,11182
359,428,7692,9950,10834,11158,10878
360,978,8282,10076,10526,11350,10976
361,242,7482,9362,10188,10752,11102
362,166,7076,9528,10300,10574,10764
363,-240,6918,9498,10450,10604,10930
364,-2,7038,9466,10434,10732,11120
365,240,7784,9798,10592,10650,11160
366,520,7924,10038,10818,11282,11390
367,918,7918,9844,10832,10958,11260
368,856,7410,9488,10612,10816,10946
369,-132,6730,8924,9964,10694,10778
370,496,7128,9438,10334,10664,11202
371,504,7342,9562,10662,10746,11362
372,366,7002,9506,10656,10692,11040
373,86,7182,9688,10282,10800,11166
374,348,7366,9550,10546,10928,11006
375,280,7458,9596,10516,10954,11102
376,128,7146,9544,10288,10830,10990
377,-22,6714,9468,10454,10836,11422
378,558,7454,9990,10984,10722,11622
379,154,7098,9498,10482,10680,10976
380,80,7424,9584,10414,10768,10752
381,-166,7090,9452,10020,10762,10880
382,134,7546,9806,10402,10726,11318
383,66,7446,9724,10422,10976,11054
384,270,7292,9374,10400,10996,11018
385,-50,7132,9170,10096,10808,11004
386,-14,7368,9440,10252,10912,11198
387,-196,6548,9354,10106,10814,10908
388,-116,6832,9444,10298,10718,10948
389,354,7326,9464,11012,10672,10890
390,24,7206,9634,10762,10930,11268
391,40,7572,9944,10762,10874,11018
392,-618,7386,9444,10260,10452,10838
393,-1148,6804,9452,9880,10410,10992
394,-970,7026,9612,10346,10528,11166
395,-892,7126,9548,10536,10824,11138
396,-588,7396,9326,10546,10696,10844
397,-496,7496,9496,10324,10834,11016
398,-366,7246,9440,10136,10640,11350
399,-278,7314,9628,10048,10636,11442
400,-748,6880,9666,9820,10466,10934
401,-500,6870,9320,10274,10800,11054
402,-132,7388,9662,10654,10866,10882
403,106,7582,9932,10586,11132,10910
404,310,7644,9592,10456,10950,10838
405,16,7576,9446,10426,10888,10840
406,164,7126,9346,10850,11068,11140
407,-130,6838,9220,10238,10942,11170
408,-214,6588,9138,10120,10734,11006
409,-492,6476,9392,10152,10684,10798
410,-340,7226,9594,10756,10844,11324
411,-94,7434,9338,10560,11366,10816
412,-184,7414,9460,10492,11218,10814
413,-92,7338,9342,10458,10828,10678
414,-370,7060,9562,10334,10680,11114
415,-876,6524,9462,10352,10768,10952
416,-916,6690,9628,10218,10606,10628
417,-1242,6424,9572,10140,10640,11080
418,-1074,6724,9502,10492,11018,11128
419,-652,7288,9678,10582,10970,11212
420,-716,7680,9676,10162,10682,10884
421,-752,7676,9580,10054,10826,11092
422,-614,7536,9384,10454,10870,11240
423,-266,7322,9220,10496,10774,10996
424,-164,7310,9612,10496,10872,10868
425,-162,7068,9512,10532,11212,11272
426,-122,6866,9460,10286,10648,11038
427,228,7328,9854,10370,10690,11272
428,120,7492,9742,10368,10446,11032
429,330,7562,10062,10668,10750,11372
430,158,7012,9882,10674,10880,10914
431,154,6876,9876,10364,10618,10816
432,468,7262,9752,10352,10940,10966
433,190,7150,9636,10418,10782,10784
434,372,7612,9950,10910,11050,11374
435,36,7730,9576,10714,10840,11324
436,-544,7516,9640,10276,10938,11354
437,-498,7466,9728,10268,10928,11346
438,-840,6930,9216,10012,10592,10932
439,-874,6748,9326,10102,10484,11126
440,-368,7320,9718,10816,10620,11162
441,-278,7278,9658,10594,10744,11110
442,-42,7336,9794,10470,10954,11036
443,-18,7300,9720,10208,10980,11010
444,16,7492,9936,10626,10946,11276
445,404,7696,10078,10482,10846,10936
446,-234,7234,9402,10570,11098,11200
447,182,7266,9714,10422,10946,11080
448,380,7492,9664,10304,10804,11072
449,214,7542,9414,10644,10824,10932
450,554,7690,9870,10860,10842,11392
451,318,7176,9888,10446,10900,11304
452,-170,6738,9204,10274,11002,11152
453,-744,6074,8762,10006,10382,11122
454,-274,6668,9410,10308,10832,10974
455,68,6974,9750,10612,10834,10832
456,524,7544,10050,10762,11134,11262
457,710,7340,9800,10374,10822,11324
458,464,7392,10000,10316,10704,11234
459,290,7348,9960,10202,10910,10992
460,326,7516,9760,10274,11136,11104
461,346,7548,9774,10576,10802,10834
462,238,7490,9546,10562,11076,11024
463,568,7398,9764,10322,11132,11164
464,410,7216,9800,10536,11260,11318
465,202,6810,9350,10726,10838,11318
466,124,6754,9368,10526,11048,10980
467,286,7282,9444,10734,10684,11260
468,544,7612,9658,10470,10850,11140
469,430,7576,9664,10326,10838,11040
470,576,7410,9532,10570,10872,11236
471,240,7162,9616,10556,10940,11080
472,-318,6996,9500,10438,11208,11130
473,-194,7396,9456,10714,10986,11038
474,442,7938,9662,10646,11200,10872
475,-176,6946,9066,9980,10502,10820
476,-384,6874,9332,9952,10826,11118
477,-528,6764,9294,10230,10848,11140
478,-176,7388,9426,10482,10926,11294
479,-336,7210,9758,10446,11020,11166
480,-106,7360,9826,10534,10854,11074
481,-152,7030,9404,10008,10846,11140
482,-132,7062,9676,10078,10788,11118
483,148,7124,9818,10836,11280,11460
484,260,7086,9796,10794,10726,10968
485,498,7458,9780,10730,10904,11366
486,102,7072,9556,10408,10940,11022
487,-118,7448,9950,10658,11130,11170
488,218,7248,9898,10324,11296,11090
489,394,7220,9524,10268,10998,11094
490,492,7288,9430,10100,10568,11014
491,714,7752,9736,10370,10918,11334
492,910,8262,10024,10964,11200,11468
493,920,7804,9720,10630,10954,11198
494,636,7170,9210,10010,10712,10872
495,774,7312,9152,10562,10654,10996
496,504,7018,9330,10396,10676,11008
497,58,7000,9214,10442,11064,11136
498,80,7164,9264,10198,10806,10674
499,706,7294,9740,10524,10760,11046
500,592,7434,9600,10562,10826,11118
501,754,7308,9882,10576,10814,10992
502,896,7920,10188,10628,11132,11272
503,210,7490,9998,10166,11028,11256
504,68,7208,10022,10394,11122,11028
505,-114,7298,9700,10318,10912,10996
506,-328,6836,9676,10596,10618,10642
507,-280,7186,9924,10532,10728,10794
508,292,7494,9922,10334,11028,11302
509,148,7566,9464,10508,11056,11068
510,-94,7360,9544,9948,10698,10694
511,170,7242,9534,9854,10554,10974
512,450,7106,9614,10238,10610,11048
513,-4,6784,9404,10170,10794,10902
514,142,7110,9464,10120,10896,11230
515,10,7064,9790,10286,10624,11330
516,490,7190,9856,10830,10700,11208
517,472,7318,9880,10548,10948,11168
518,444,7052,9704,10476,10852,11286
519,296,7064,9556,10546,10780,11020
520,78,7222,9552,10490,10866,10948
521,220,7434,9814,10574,10946,11038
522,256,7406,9562,10498,10618,10992
523,306,7404,9556,10332,10454,11140
524,192,7190,9488,10314,10890,10642
525,-222,7022,9254,10618,10684,10930
526,-366,6954,9522,10660,10552,11230
527,254,7328,9888,10892,10856,11352
528,98,7322,9688,10384,10806,10940
529,-116,7120,9678,10264,10822,10978
530,250,7334,9702,10416,11084,10912
531,-56,7090,9550,10538,11002,11150
532,-398,7480,9716,10870,11018,11244
533,-270,7298,9632,10822,11030,11094
534,-340,7158,9598,10718,10674,10866
535,-214,7348,9896,10720,10814,10926
536,-668,7132,9520,10272,10634,11022
537,-568,7304,9590,10270,10764,10950
538,-578,7382,9666,10098,11054,10960
539,-84,7730,9906,10448,10996,10950
540,-82,7200,9710,10366,11000,11160
541,98,7228,9682,10612,11016,11306
542,94,7034,9826,10388,10928,10996
543,354,7412,9634,10610,10984,10878
544,332,7668,9916,10686,11136,11002
545,680,7400,9832,10484,11188,11232
546,662,7194,9960,10676,11066,11110
547,986,7396,10102,10464,10772,11090
548,860,7386,9966,10178,10818,10944
549,664,7142,10126,10358,10736,11020
550,1066,7540,9890,10566,11032,10938
551,630,7476,9804,10706,10600,11218
552,432,7272,9636,10426,11012,11078
553,146,7040,9552,10090,11126,10914
554,-148,6948,9252,10266,10646,10970
555,180,7224,9436,10644,10970,11112
556,556,7520,9680,10784,11294,10980
557,-332,7018,9128,10408,10964,11076
558,-26,7234,9454,10586,11088,11134
559,310,7486,9742,10452,10590,11118
560,574,7474,9740,10368,10786,11270
561,804,7656,9778,10574,10934,11066
562,846,7724,9912,10512,10900,11118
563,1088,7976,10000,10428,10770,10982
564,1072,7996,9896,10458,10924,11024
565,804,7596,9758,10672,10784,10798
566,246,7156,9356,10474,10936,11494
567,-68,6830,8964,10380,10918,11346
568,326,7448,9428,10492,11116,11204
569,310,7634,9834,10318,11136,10994
570,120,7520,9720,10546,10812,11084
571,240,7118,9126,10324,10762,11508
572,-64,7016,9300,10060,10928,11466
573,-38,6986,9112,10232,11146,10740
574,-50,6634,9480,10330,10946,11112
575,126,6680,9428,10058,10998,10908
576,74,6860,9720,10074,10200,10832
577,-172,6806,9894,10124,10946,10812
578,-54,7224,9870,10572,11074,10924
579,-340,7210,9842,10216,10816,11078
580,-28,7330,9880,10252,10616,11148
581,370,7882,9892,10288,10852,11214
582,-2,7506,9572,10574,10808,10878
583,-78,7708,9984,10360,11036,11190
584,-54,7592,9786,10644,11094,11230
585,60,7568,9974,10222,10970,11016
586,36,7374,9628,10476,10742,11242
587,164,7488,9330,10342,10658,11360
588,-272,7190,9376,10162,10566,11070
589,-4,7226,9372,10242,11062,10926
590,-148,7212,9756,10136,10734,10880
591,-200,7100,9788,10554,10928,11070
592,-494,6828,9346,10506,11096,10836
593,-634,7204,9538,10352,10930,10924
594,-82,7554,9860,10720,10770,11340
595,-96,7224,9670,10494,10646,11362
596,-170,6678,9440,10282,10490,10844
597,-272,7242,9342,10372,10478,10948
598,-96,7204,9662,10466,10920,11288
599,-296,7202,9460,10402,10946,10866
600,-198,7326,9660,10550,10712,11132
601,10,7470,9596,10668,10638,10944
602,-8,7412,10018,10772,10898,10914
603,-196,7370,9938,10456,10812,11038
604,-464,7280,9460,10476,10912,11182
605,-502,7270,9578,10696,10922,11104
606,-602,7156,9626,10634,10776,10914
607,-390,7380,9604,10628,10926,11076
608,392,8004,9848,10746,10820,11332
609,364,8240,9926,10672,11146,11352
610,458,7864,9756,10292,10856,11316
611,118,7094,9524,10156,10358,11122
612,550,7630,9642,10822,11302,11224
613,330,7462,9736,10530,10844,11354
614,-10,7170,9432,10192,10594,11134
615,-442,6814,9388,9954,10432,11144
616,-228,6894,9738,10776,10960,11342
617,-480,6802,9884,10414,10910,11160
618,-542,7012,9854,10266,10816,11150
619,-94,7186,9282,9932,10818,10942
620,-576,7170,9330,10294,10386,10892
621,-1128,6918,9334,10210,10400,10766
622,-1340,6762,9448,10132,10834,10708
623,-1030,6858,9252,10336,10894,10906
624,-926,6848,9334,10296,10744,11202
625,-446,7660,9768,10634,10916,11494
626,-292,7592,9826,10618,10920,11266
627,118,7652,10002,10938,10626,11222
628,462,7984,9764,10468,10948,11214
629,594,8332,9910,10472,10896,10878
630,508,7972,10006,10822,10880,10888
631,516,7756,9860,10418,10992,11030
632,738,7212,9650,10452,10810,10992
633,738,7064,9878,10234,11070,11114
634,322,6664,9638,10304,10724,10802
635,-20,6860,9748,10486,10432,10998
636,228,7460,9842,10520,10846,11086
637,26,7118,9584,10130,10952,10790
638,-230,7116,9312,10518,11200,10918
639,162,7300,9474,10438,10838,11052
640,-134,7194,9504,10496,10854,11072
641,110,7248,9908,10810,10722,10870
642,158,7134,9620,10536,10754,11098
643,-448,6952,9386,10280,10652,10762
644,-106,6980,9294,10002,10868,10862
645,-156,6934,9556,10438,10804,10846
646,-24,7152,10064,11036,11262,11160
647,614,7686,10078,10872,11196,11500
648,678,7656,9586,10036,10882,11096
649,118,7138,9180,10072,10512,11088
650,-94,6954,9544,10422,10436,11270
651,-86,7410,9756,10304,10814,11112
652,-40,7714,9844,10474,11214,11168
653,-24,7766,9570,10430,11202,10868
654,412,7538,9738,10934,10876,11060
655,562,7216,10108,10986,10932,11278
656,422,7520,10056,10718,11196,11482
657,372,7274,9778,10364,11002,11208
658,344,7410,9626,10360,10468,11376
659,474,7382,9590,10440,10664,10692
660,654,7128,9428,10412,10718,11322
661,354,6976,9660,10370,10586,10892
662,740,7152,9482,10266,11066,10826
663,266,7216,9228,10336,10836,10962
664,238,7342,9438,10558,10986,11294
665,-398,7120,9294,10652,10962,11250
666,32,7450,9738,10920,10818,11438
667,784,7662,9994,10700,10822,11162
668,518,7462,9640,10510,10818,10962
669,366,7764,9352,10628,10914,11178
670,380,7530,9450,10332,10638,10948
671,548,7642,9868,10294,10972,11456
672,-40,7348,10070,10162,10806,11078
673,-538,6650,9636,10090,10620,10922
674,-180,6760,9360,10044,10544,10836
675,-584,6836,9460,10532,10750,11098
676,-656,7064,9616,10208,10490,11256
677,-290,7412,9832,10284,10740,11148
678,-402,7268,9658,10598,11158,11300
679,-210,7216,9554,10372,10944,11190
680,-514,7252,9882,10644,10986,11400
681,-588,7092,9724,10400,10734,11260
682,-398,6682,9170,10108,10612,10824
683,-398,6704,9310,10562,10202,10696
684,-804,6600,9492,10274,10190,11112
685,-1098,5990,9098,9776,10458,10936
686,-90,6960,9702,10286,10910,11004
687,-32,7068,9632,10624,11068,11310
688,-174,7414,9324,10786,11200,11216
689,26,7450,9238,10806,10982,11120
690,578,7598,10052,10752,10910,11100
691,390,7424,9824,10114,10666,10796
692,440,7580,9702,10402,10716,11098
693,366,7246,9674,10542,10510,11092
694,386,7316,9636,10418,10878,10960
695,200,7482,9630,10256,10688,11116
696,650,7466,9890,10026,11018,11196
697,1066,7880,9658,10346,10800,11036
698,1082,7884,9912,10640,10606,11150
699,1308,8426,9896,10500,10878,11282
700,1002,8048,9402,10142,10760,11298
701,706,7512,9416,10330,10608,11130
702,340,7272,9128,10302,10440,10858
703,58,7218,9288,10320,10814,10832
704,118,7378,9492,10394,10898,11176
705,2,7502,9704,10632,10884,10790
706,-90,7040,9342,10216,11266,10882
707,118,7138,9838,10708,10844,11174
708,-250,7140,9538,10622,10596,10954
709,-448,7218,9414,10684,10726,10842
710,-548,7000,9444,10196,11058,10804
711,-390,7072,9888,10864,11102,11190
712,-186,7084,9642,10534,10970,10942
713,-36,7610,10052,10832,11018,11230
