,0
0,-284
1,-602
2,-782
3,-952
4,-1624
5,-1908
6,-1518
7,-2230
8,-3220
9,-2822
10,-3212
11,-3760
12,-3970
13,-4332
14,-4470
15,-4194
16,-4530
17,-4694
18,-4556
19,-4830
20,-5772
21,-5902
22,-5640
23,-5398
24,-6192
25,-6252
26,-6844
27,-6388
28,-6362
29,-6718
30,-7444
31,-6956
32,-7412
33,-6964
34,-6892
35,-7098
36,-6912
37,-7008
38,-6336
39,-6870
40,-6396
41,-6448
42,-6344
43,-6458
44,-5700
45,-6268
46,-6000
47,-5754
48,-5610
49,-5398
50,-5346
51,-5438
52,-4778
53,-4528
54,-4842
55,-4868
56,-4510
57,-4206
58,-4590
59,-5196
60,-5298
61,-5230
62,-5852
63,-5600
64,-5552
65,-5354
66,-5680
67,-5514
68,-5558
69,-5176
70,-5450
71,-5984
72,-5846
73,-5428
74,-5230
75,-5180
76,-5504
77,-5922
78,-6368
79,-6258
80,-6112
81,-6650
82,-6398
83,-6308
84,-6644
85,-6902
86,-6890
87,-7036
88,-6876
89,-6000
90,-6078
91,-6208
92,-6264
93,-6172
94,-6652
95,-6038
96,-5858
97,-5920
98,-6218
99,-6172
100,-6208
101,-5516
102,-6122
103,-5702
104,-5656
105,-5474
106,-5692
107,-5674
108,-5880
109,-6248
110,-5846
111,-5678
112,-5838
113,-5418
114,-5726
115,-5872
116,-6264
117,-6848
118,-7238
119,-7750
120,-7268
121,-7680
122,-7752
123,-7762
124,-7818
125,-7414
126,-7076
127,-6236
128,-6306
129,-6282
130,-6714
131,-6450
132,-6816
133,-6564
134,-6454
135,-6662
136,-5598
137,-6366
138,-6068
139,-6244
140,-6426
141,-6590
142,-6686
143,-6530
144,-6280
145,-6410
146,-6352
147,-6484
148,-6796
149,-6266
150,-5440
151,-6290
152,-6450
153,-6660
154,-6244
155,-6676
156,-6638
157,-6208
158,-6528
159,-5898
160,-6574
161,-6166
162,-6020
163,-6220
164,-6262
165,-6374
166,-6356
167,-6050
168,-6736
169,-6248
170,-6158
171,-6106
172,-5828
173,-5422
174,-5348
175,-5126
176,-5474
177,-5778
178,-5784
179,-6252
180,-6512
181,-6720
182,-7360
183,-6776
184,-6376
185,-5624
186,-5944
187,-6494
188,-6536
189,-7062
190,-6454
191,-6196
192,-6544
193,-6552
194,-6660
195,-5864
196,-5560
197,-5396
198,-6228
199,-6216
200,-6482
201,-6864
202,-7518
203,-8386
204,-9134
205,-9026
206,-8458
207,-9174
208,-9050
209,-8392
210,-7780
211,-7388
212,-7212
213,-7482
214,-7680
215,-7474
216,-7184
217,-6356
218,-6194
219,-6252
220,-5986
221,-5884
222,-6620
223,-6960
224,-7144
225,-7416
226,-7686
227,-7782
228,-7680
229,-7648
230,-7508
231,-7628
232,-7114
233,-7120
234,-7350
235,-7164
236,-6986
237,-6512
238,-6810
239,-6540
240,-7128
241,-6746
242,-7404
243,-7584
244,-8008
245,-8208
246,-8522
247,-8312
248,-8470
249,-7904
250,-8128
251,-7308
252,-7780
253,-7258
254,-7556
255,-8140
256,-7594
257,-7722
258,-7218
259,-7082
260,-7118
261,-7214
262,-6908
263,-7324
264,-7664
265,-7178
266,-7010
267,-6524
268,-6316
269,-6988
270,-6606
271,-6648
272,-6938
273,-6374
274,-5680
275,-5422
276,-5752
277,-5912
278,-6534
279,-6002
280,-6266
281,-6318
282,-5892
283,-6012
284,-5698
285,-5340
286,-5324
287,-4806
288,-5528
289,-5702
290,-6554
291,-6774
292,-6662
293,-6506
294,-6562
295,-7242
296,-7682
297,-7662
298,-7174
299,-7230
300,-7254
301,-7284
302,-7490
303,-6952
304,-7152
305,-7310
306,-7974
307,-7458
308,-7744
309,-7204
310,-7028
311,-7516
312,-7656
313,-7206
314,-7386
315,-7258
316,-7162
317,-7608
318,-7662
319,-7836
320,-7994
321,-7868
322,-7498
323,-7194
324,-7274
325,-6986
326,-7150
327,-7154
328,-6670
329,-6184
330,-6562
331,-6366
332,-6198
333,-6650
334,-6564
335,-6270
336,-6860
337,-6708
338,-6902
339,-7052
340,-6602
341,-6574
342,-6534
343,-6492
344,-6674
345,-7364
346,-7804
347,-7368
348,-7876
349,-8284
350,-7820
351,-8010
352,-7690
353,-8002
354,-8284
355,-7936
356,-8322
357,-9008
358,-9112
359,-8558
360,-7814
361,-7886
362,-8304
363,-8034
364,-7534
365,-7310
366,-6874
367,-6376
368,-6172
369,-6398
370,-5964
371,-6160
372,-5672
373,-5920
374,-5738
375,-5520
376,-5400
377,-4962
378,-5576
379,-5926
380,-6136
381,-5904
382,-6398
383,-6476
384,-6156
385,-5532
386,-5010
387,-5384
388,-5166
389,-4976
390,-5428
391,-5506
392,-6428
393,-6584
394,-6220
395,-6556
396,-6462
397,-6042
398,-6512
399,-6950
400,-6812
401,-7144
402,-7254
403,-7442
404,-7556
405,-7394
406,-8068
407,-8276
408,-7532
409,-7118
410,-7654
411,-6352
412,-6872
413,-6714
414,-7104
415,-6714
416,-6264
417,-6300
418,-5726
419,-6842
420,-6784
421,-6772
422,-6022
423,-6014
424,-5650
425,-5678
426,-6088
427,-6278
428,-6172
429,-5704
430,-6584
431,-6406
432,-6246
433,-5926
434,-6090
435,-6480
436,-6512
437,-6094
438,-5862
439,-6036
440,-5838
441,-6070
442,-6352
443,-5996
444,-6036
445,-6790
446,-6222
447,-6494
448,-7200
449,-7212
450,-7950
451,-7904
452,-7192
453,-6648
454,-6676
455,-6788
456,-7154
457,-7630
458,-7710
459,-7300
460,-7238
461,-7176
462,-7074
463,-7020
464,-8446
465,-8522
466,-8222
467,-8528
468,-8920
469,-8458
470,-7962
471,-8570
472,-8586
473,-8440
474,-8566
475,-8424
476,-8876
477,-9114
478,-8712
479,-9886
480,-10056
481,-9290
482,-9056
483,-9702
484,-9122
485,-8480
486,-7908
487,-7412
488,-7766
489,-8428
490,-7952
491,-8034
492,-7682
493,-7500
494,-7588
495,-7894
496,-8284
497,-7796
498,-8422
499,-8680
500,-8662
501,-8258
502,-7798
503,-8108
504,-8042
505,-7728
506,-8832
507,-9120
508,-8982
509,-8342
510,-7556
511,-7716
512,-7488
513,-7746
514,-8520
515,-8866
516,-8988
517,-8642
518,-8732
519,-8272
520,-8570
521,-8784
522,-8610
523,-8336
524,-8394
525,-8122
526,-7970
527,-7446
528,-6808
529,-6588
530,-6660
531,-6960
532,-6526
533,-7294
534,-6740
535,-6882
536,-7340
537,-7410
538,-8008
539,-8150
540,-9320
541,-9342
542,-9200
543,-8902
544,-8686
545,-8448
546,-7892
547,-7852
548,-7104
549,-7130
550,-6490
551,-5968
552,-6096
553,-5654
554,-6388
555,-5294
556,-4906
557,-4700
558,-5204
559,-5048
560,-4742
561,-4216
562,-4038
563,-4352
564,-4458
565,-4426
566,-5010
567,-4890
568,-4468
569,-4378
570,-3974
571,-4148
572,-4436
573,-5008
574,-5154
575,-5194
576,-5800
577,-5712
578,-6102
