,0.2,0.4,0.6,0.8,1,1.2
615,-314,10522,-14768,-16124,-17110,17526
616,-196,10402,-14512,-15874,-17006,17600
617,-428,10342,-14550,-16078,-16670,17274
618,-368,10402,-14422,-15812,-17150,17430
619,82,10444,-14308,-16114,-17196,17200
620,-426,10504,-14670,-16414,-17310,17180
621,-960,10450,-14758,-16146,-17022,17304
622,-1236,10560,-14960,-16506,-16830,17166
623,-950,10576,-14866,-16310,-16676,17398
624,-930,10520,-14686,-16270,-17164,17686
625,-486,11210,-14500,-15670,-16982,17598
626,-420,11412,-14332,-16108,-16898,17558
627,-56,11500,-14558,-16318,-16474,17320
628,332,11576,-14228,-16336,-16490,17552
629,612,11810,-14458,-16086,-16918,17502
630,576,11192,-14754,-16152,-17038,17550
631,602,11446,-14504,-15976,-17192,17576
632,862,11154,-14856,-16130,-16938,17424
633,782,11214,-14590,-15804,-16624,17320
634,424,10894,-14930,-16008,-17012,17306
635,108,10762,-14754,-16100,-16908,17624
636,282,10962,-14660,-16138,-16810,17688
637,42,10842,-14604,-16110,-17006,17146
638,-178,11026,-14532,-15842,-17038,17510
639,128,10858,-14542,-15550,-17164,17566
640,-80,10752,-14286,-15948,-17336,17334
641,236,10694,-14148,-15818,-16920,17410
642,294,10702,-14510,-16230,-16798,17406
643,-302,10610,-14868,-16356,-16938,17292
644,-60,10412,-14946,-16218,-17012,17114
645,-188,10404,-14898,-16150,-17078,17528
646,-10,10694,-14562,-16272,-16746,17384
647,578,11322,-14272,-16010,-17070,17694
648,658,11144,-14094,-16210,-16968,17644
649,140,10664,-14620,-16414,-17042,17420
650,-84,10556,-14536,-16156,-17028,17416
651,-28,10972,-14700,-15892,-17036,17384
652,-16,11508,-14292,-15678,-16654,17406
653,38,11326,-14658,-15920,-16900,17312
654,480,11324,-14396,-16038,-16558,17516
655,660,10998,-14332,-15660,-16774,17634
656,488,11354,-14236,-15444,-16756,17716
657,450,10734,-14326,-15826,-17110,17656
658,422,10722,-14292,-15962,-17242,17342
659,526,10890,-14888,-16556,-17142,17516
660,656,10832,-14518,-16452,-16902,17528
661,364,10882,-14832,-16350,-17250,17612
662,740,10874,-14680,-15748,-16712,17304
663,252,10564,-14432,-16052,-16894,17320
664,234,10738,-14308,-16130,-16966,17254
665,-344,10498,-14198,-16174,-16968,17564
666,58,10840,-14286,-15736,-16928,17568
667,786,11170,-14420,-15810,-17070,17380
668,532,10850,-14614,-16186,-17038,17468
669,348,10926,-14598,-16000,-16890,17316
670,386,10822,-14532,-15984,-16978,17346
671,502,11224,-14308,-15954,-16622,17680
672,-52,11078,-14548,-16096,-16888,17500
673,-592,10470,-14936,-16700,-17046,17214
674,-234,10542,-14592,-16092,-16706,17402
675,-698,10626,-14370,-16096,-17022,17338
676,-720,10898,-14546,-15762,-16914,17414
677,-376,11328,-14468,-15632,-16822,17396
678,-448,10884,-14750,-15874,-17002,17424
679,-260,10860,-14390,-15954,-17090,17550
680,-532,10634,-14650,-16274,-17108,17100
681,-562,10670,-14634,-16328,-16994,17390
682,-412,10522,-14760,-16052,-17082,17092
683,-442,10636,-14610,-16178,-17242,17088
684,-862,10674,-14726,-16174,-17468,17278
685,-1142,9790,-14774,-16246,-17518,17258
686,-184,10790,-14680,-16112,-16930,17292
687,-164,11088,-14752,-15906,-17222,17420
688,-288,11074,-14738,-15700,-16832,17524
689,8,10994,-14890,-15836,-16982,17284
690,538,11412,-14504,-15864,-16878,17440
691,306,11486,-14662,-16024,-17114,17280
692,358,11552,-14676,-16140,-16928,17622
693,166,10986,-14784,-16050,-17166,17372
694,142,10800,-14426,-15900,-16926,17308
695,156,10892,-14718,-15928,-16788,17206
696,566,10992,-14544,-16184,-17022,17476
697,1084,11500,-14310,-15920,-16930,17582
698,1130,11362,-14020,-15850,-16746,17586
699,1280,11892,-14036,-15834,-16830,17214
700,1150,11294,-14062,-16182,-16600,17338
701,820,10706,-14818,-16152,-16926,17548
702,402,10394,-15180,-16174,-17224,17182
703,104,10398,-14896,-16394,-17228,17392
704,184,10330,-14872,-16076,-16904,17098
705,102,10640,-14622,-16378,-17224,17374
706,-72,10154,-14486,-16234,-16906,17342
707,90,10546,-14288,-15708,-16942,17720
708,-360,10486,-14516,-15912,-16984,17606
709,-536,10898,-14698,-15914,-16740,17474
710,-610,10378,-14930,-16204,-16766,17218
711,-486,10408,-14554,-15948,-16790,17658
712,-310,10382,-14680,-15970,-16780,17216
713,-126,10914,-14272,-15742,-16644,17532
714,-736,10682,-14564,-16162,-17052,17320
715,-648,10668,-14662,-16102,-17050,17370
716,-794,10452,-14738,-16342,-16776,17290
717,-704,10184,-14770,-16296,-16762,17300
718,-570,10414,-14536,-16266,-16926,17622
719,-398,10660,-14948,-16316,-16954,17256
720,-498,10588,-14682,-16194,-16974,17436
721,-534,11052,-14384,-15844,-16892,17718
722,-606,11110,-14370,-15906,-16998,17714
723,-422,10654,-14582,-16082,-17170,17528
724,-420,10632,-14624,-15688,-16800,17632
725,-450,10560,-14848,-16366,-17084,17230
726,-542,10422,-14266,-16092,-17088,17384
727,-758,9936,-14490,-16058,-17000,17412
728,-340,10484,-14616,-16094,-16824,17622
729,74,10810,-14418,-15656,-16668,17802
730,-12,10706,-14560,-15714,-17298,17570
731,-748,10052,-14986,-16500,-16880,17446
732,-374,10670,-14740,-16538,-17046,17400
733,-812,10174,-14496,-16454,-17270,17486
734,-1276,9982,-15112,-16740,-17028,17396
735,-520,10200,-14574,-16390,-16714,17326
736,-150,10688,-14642,-15714,-17102,17216
737,-470,10846,-15028,-15772,-16886,17592
738,-324,10858,-14902,-16136,-16982,17450
739,-634,10894,-14640,-16170,-16840,17290
740,-520,10678,-14688,-16388,-17078,17442
741,-194,10946,-14770,-16074,-17090,17394
742,-464,10744,-14764,-16246,-17006,17788
743,-400,10568,-14900,-16158,-16898,17486
744,-484,10344,-14704,-16018,-17216,17268
745,-556,10686,-14510,-15834,-16764,17654
746,-40,10818,-14444,-15754,-16974,17618
747,-146,11000,-14354,-15816,-17088,17716
748,-116,11166,-14604,-15930,-17028,17418
749,-186,11070,-14546,-16278,-17008,17446
750,-6,10750,-14650,-16170,-16934,17380
751,-150,10218,-14698,-16560,-17198,16984
752,-162,10186,-14742,-16358,-17090,17164
753,-62,10434,-14690,-16078,-16660,17618
754,-358,10392,-14874,-16306,-16764,17674
755,-646,10226,-15160,-16388,-16946,17444
756,-216,10662,-14808,-16080,-16862,17566
757,134,11114,-14920,-15866,-16808,17554
758,216,11194,-14802,-15624,-16680,17446
759,-318,10824,-14772,-15912,-16980,17340
760,-98,10750,-14642,-15906,-17140,17456
761,-116,10486,-14558,-16160,-17256,17046
762,-72,10468,-14450,-15730,-17074,17274
763,382,10744,-14614,-15794,-17096,17372
764,642,10936,-14188,-15604,-17066,17386
765,120,10764,-14200,-15566,-16916,17384
766,544,11286,-14184,-15814,-16916,17774
767,530,11340,-14336,-16234,-17016,17786
768,580,11312,-14280,-16108,-16868,17542
769,170,11046,-14570,-16308,-17076,17648
770,76,10598,-14000,-16140,-16918,17280
771,-10,10574,-14182,-16174,-16800,17434
772,282,10654,-14858,-16240,-16912,17334
773,82,11068,-15148,-16476,-16570,17230
774,120,10746,-14888,-16292,-16612,17256
775,138,10448,-14786,-16140,-16648,17186
776,310,10654,-14404,-15728,-17030,17356
777,66,10704,-14576,-15666,-16908,17306
778,-176,10910,-14548,-15792,-16908,17146
779,-690,10492,-14476,-16246,-16968,17216
780,-604,10268,-14542,-16162,-16904,17202
781,-522,10510,-14614,-16244,-16824,17192
782,14,10988,-14174,-15792,-16884,17694
783,-322,10656,-14502,-16358,-17168,17502
784,-512,10668,-14426,-16174,-17182,17148
785,-140,11174,-14294,-15734,-16652,17674
786,-158,11312,-14664,-15824,-16862,17648
787,-208,11394,-14424,-15854,-16700,17544
788,-164,11170,-14702,-15914,-17116,17290
789,-312,11194,-14412,-15944,-16876,17318
790,-256,10766,-14722,-16114,-17070,16988
791,56,11112,-14830,-16264,-16904,17276
792,-292,10338,-15046,-16314,-17068,17220
793,44,10462,-14702,-16218,-16900,17282
794,146,10744,-14234,-16094,-16974,17842
795,-232,10552,-14458,-15792,-16946,17386
796,-506,10578,-14712,-15976,-16596,17412
797,-276,10644,-14654,-15902,-16478,17308
798,-1064,10042,-14944,-15990,-17008,17114
799,-1176,10132,-14744,-16046,-16942,17574
800,-1012,10464,-14848,-16336,-16856,17314
801,-862,10720,-14604,-16540,-17208,17448
802,-802,10706,-14522,-16398,-17080,17658
803,-294,10932,-14476,-15958,-16828,17534
804,-614,10656,-14758,-16148,-16772,17276
805,-602,10688,-14588,-15984,-17094,17296
806,-360,10758,-14412,-15652,-16914,17310
807,-408,10568,-14596,-15806,-16756,17568
808,-408,10698,-14786,-16046,-16766,17688
809,-454,10818,-14580,-16266,-16710,17224
810,-446,11322,-14394,-16046,-17152,17604
811,-540,10878,-14510,-16216,-16778,17442
812,-536,10712,-14962,-16380,-16926,17590
813,-548,10774,-14612,-16304,-17132,17398
814,-736,10432,-14888,-16442,-16922,17138
815,-606,10628,-14826,-16412,-16796,17496
816,-578,10840,-14748,-16532,-16722,17418
817,-542,10636,-14588,-16086,-16534,17570
818,-188,10678,-14446,-16200,-17002,17358
819,-170,10688,-14742,-16044,-16962,17462
820,-458,10654,-14738,-16350,-17116,17616
821,-834,10370,-14852,-16166,-17336,17224
822,-1400,9932,-15188,-16202,-17276,17496
823,-1154,9964,-14992,-16288,-17124,17714
824,-862,10652,-14580,-16278,-17154,17344
825,-1092,10852,-14952,-16030,-17118,17028
826,-850,10730,-14988,-16256,-17202,17068
827,-862,10790,-14922,-16180,-17340,17038
828,-440,11140,-14648,-15786,-16600,17336
829,-14,11104,-14266,-15900,-16954,17484
830,-620,10748,-14476,-15932,-16898,17256
831,-406,11222,-14632,-15998,-16928,17432
832,-78,11142,-14532,-16214,-16862,17426
833,-326,11032,-14492,-16150,-17000,17096
834,18,10962,-14472,-16168,-17066,17132
835,470,11028,-14272,-15914,-16896,17020
836,366,10938,-14676,-16040,-17060,17308
837,-10,10458,-14746,-15922,-16866,17484
838,-240,10234,-15098,-16160,-16982,17156
839,332,11282,-14342,-15968,-16890,17712
840,214,11412,-14280,-16176,-16814,17738
841,-200,11274,-14668,-16222,-16926,17466
842,-226,10894,-15010,-16262,-17218,17138
843,-284,10672,-14798,-16262,-16958,17186
844,90,10584,-14460,-16316,-16474,17478
845,-80,10478,-14850,-16284,-16836,17616
846,166,10670,-14410,-15954,-16944,17502
847,52,10732,-14534,-16150,-16728,17674
848,-262,10424,-14648,-16228,-17148,17534
849,-72,11122,-14256,-15948,-16970,17476
850,-256,10842,-14854,-16084,-16774,17358
851,34,10738,-15140,-16042,-16682,17618
852,-682,10186,-15100,-16056,-17158,17170
853,-630,10136,-14640,-16386,-17058,17430
854,-722,9992,-14594,-16348,-17118,17424
855,-882,10526,-14682,-16096,-17356,17346
856,-892,10714,-14274,-16206,-17118,17448
857,-794,10378,-14180,-16294,-17000,17284
858,-806,10492,-14896,-16378,-16584,17026
859,-330,10798,-14804,-16182,-16942,17070
860,2,10716,-14602,-15918,-16812,17142
861,-194,10404,-14686,-16368,-16936,16944
862,-214,10590,-15150,-16562,-16804,17166
863,-108,10874,-14934,-16288,-16998,17170
864,582,10972,-14892,-16310,-16798,17664
865,-216,10584,-15072,-16358,-17130,17600
866,-244,10896,-14736,-16344,-17048,17694
867,4,11406,-14618,-15964,-17052,17532
868,122,11292,-14372,-15960,-16668,17572
869,56,11372,-14170,-16100,-17036,17296
870,-214,10704,-14718,-16330,-17290,17394
871,-250,10214,-14650,-15940,-16936,17046
872,174,10684,-14326,-15876,-16430,17448
873,176,10388,-14904,-16028,-16740,17358
874,-164,10172,-14812,-16272,-17072,16912
875,-84,10290,-14432,-16320,-17242,17328
876,74,10426,-14312,-16304,-17138,17552
877,24,10386,-14328,-16116,-16970,17608
878,-372,10220,-14848,-16290,-17112,17140
879,-692,10370,-14656,-16022,-17020,17462
880,-286,10630,-14436,-15918,-16898,17322
881,48,10694,-14660,-16102,-16838,17260
882,-382,10560,-14446,-16190,-17160,17452
883,-220,11254,-14198,-15758,-16528,17758
884,-214,10750,-14412,-16198,-16932,17364
885,-120,10748,-14598,-16000,-16870,17690
886,226,10996,-14402,-15954,-16892,17702
887,134,10930,-14528,-15948,-17042,17474
888,-48,10670,-14970,-16266,-16962,17334
889,82,10694,-14592,-16188,-16902,17312
890,226,10652,-14782,-16182,-17116,17212
891,982,11230,-14738,-15870,-16862,17652
892,444,11054,-14476,-16054,-16872,17820
893,150,11296,-14034,-16092,-16806,17496
894,286,11188,-14206,-15980,-16946,17362
895,464,11298,-14436,-15848,-16804,17498
896,470,11174,-14440,-16054,-16838,17346
897,138,10594,-14514,-16100,-17006,17354
898,268,11002,-14214,-15858,-16728,17480
899,272,10738,-14286,-16264,-16988,17418
900,154,10822,-14444,-16156,-16848,17484
901,338,11072,-14628,-16350,-17190,17510
902,-188,10960,-14522,-16286,-16916,17490
903,294,11366,-14308,-16074,-16786,17410
904,318,10972,-14194,-16104,-17098,17470
905,182,10468,-14436,-15822,-17142,17332
906,-90,9882,-15090,-16426,-16894,17310
907,58,9994,-14976,-16138,-17116,17224
908,258,10388,-14254,-16170,-16644,17596
909,416,11130,-14140,-15804,-16832,17692
910,322,11078,-14902,-16138,-16790,17278
911,138,11360,-14890,-15954,-16874,17516
912,-154,11128,-14834,-16078,-16822,17332
913,-94,10980,-14688,-16320,-16724,17444
914,34,10892,-14670,-16252,-17180,17574
915,462,11196,-14680,-15884,-16904,17494
916,-278,10562,-15086,-15884,-17268,17170
917,238,10952,-14898,-15702,-16874,17340
918,158,10620,-14676,-15868,-17190,17594
919,210,10718,-14614,-16180,-17080,17350
920,574,11362,-14582,-16046,-16670,17646
921,570,11332,-14304,-15810,-16712,17536
922,294,11064,-14540,-16162,-16528,17458
923,220,10750,-14486,-16686,-16922,17506
924,426,10660,-14560,-16538,-16864,17618
925,616,11022,-14510,-16140,-16850,17490
926,748,11242,-14650,-16382,-16960,17464
927,430,11184,-15054,-16156,-16950,17644
928,32,10832,-14638,-16072,-16748,17438
929,-156,10370,-14410,-16126,-16938,17178
930,-96,10332,-14620,-15930,-16754,17382
931,130,10824,-14152,-15432,-16590,17456
932,-24,10966,-14624,-15512,-16878,17248
933,10,10734,-14726,-16096,-16856,17438
934,-590,9934,-14802,-16336,-17202,17236
935,-342,10424,-14348,-15946,-16796,17308
936,-386,10718,-14456,-15924,-16716,17452
937,-396,10912,-14182,-15758,-17122,17364
938,-804,10644,-14494,-16124,-17142,17118
939,-552,10592,-14310,-15948,-16976,17292
940,-476,11002,-14428,-15694,-17048,17242
941,-326,11096,-14586,-15878,-17076,17220
942,-586,11072,-14806,-16162,-17052,17536
943,-536,11168,-14534,-16140,-17236,17542
944,-670,11054,-14686,-15620,-17122,17690
945,-798,10678,-14926,-15960,-16966,17752
946,-952,10482,-14622,-15968,-17104,17518
947,-964,10672,-14286,-16028,-16780,17736
948,-340,10988,-14536,-16204,-16742,17714
949,-230,10976,-14656,-16158,-16906,17364
950,-202,11050,-14848,-16310,-16788,17756
951,-2,11140,-14954,-16030,-16674,17550
952,40,10764,-14608,-15954,-17014,17346
953,-184,10630,-14612,-16118,-17198,17158
954,-356,10614,-14996,-16142,-17398,17374
955,-78,10654,-14984,-16282,-17106,17276
956,50,10624,-14376,-15912,-16806,17822
957,-16,10314,-14478,-16256,-16570,17480
958,-392,10096,-14596,-16298,-17412,17050
959,-304,10114,-14434,-16374,-16964,17266
960,-478,10490,-14510,-16304,-16980,17298
961,-600,10388,-14668,-16424,-17016,17350
962,-312,10842,-14246,-16254,-16668,17462
963,-706,10338,-14354,-16100,-17082,17490
964,-658,10460,-14640,-15690,-17082,17336
965,-830,10370,-14692,-15990,-16956,17424
966,-892,10314,-14734,-15902,-16962,17388
967,-1104,10276,-14560,-16122,-16924,17302
968,-456,10582,-14558,-16110,-16760,17348
969,18,11110,-14376,-15772,-16916,17772
970,-202,11052,-14736,-15842,-17012,17540
971,-278,10982,-14628,-16456,-17156,17306
972,-340,10798,-14774,-16158,-16880,17332
973,-160,11118,-14758,-15746,-17214,17216
974,-106,10768,-14734,-15562,-16928,17494
975,-292,10048,-14824,-15674,-17202,17424
976,48,10234,-14694,-15818,-16526,17668
977,132,10782,-14466,-15892,-16452,17562
978,32,10578,-14624,-16010,-17196,17304
979,588,11066,-14572,-15940,-16732,17396
980,362,11010,-14362,-15936,-16548,17592
981,334,11254,-14552,-16108,-17352,17514
982,434,11510,-14412,-15980,-17060,17940
983,258,11178,-14828,-16126,-16790,17904
984,184,10936,-14806,-16044,-16522,17596
985,224,11026,-14492,-16240,-16518,17480
986,-222,10624,-14854,-16162,-17068,17512
987,-380,10532,-14646,-16304,-17434,17748
988,86,11004,-14486,-15820,-16972,17862
989,272,11012,-14554,-15738,-16760,17712
990,246,11106,-14244,-15902,-16582,17516
991,150,10998,-14248,-15616,-16750,17286
992,482,11230,-14558,-15924,-16570,17550
993,272,10812,-14910,-15822,-16876,17582
994,800,11206,-14606,-15898,-17154,17720
995,800,11380,-14476,-15648,-17208,17800
996,442,11020,-14534,-15770,-17092,17450
997,260,10970,-14574,-15762,-17044,17462
998,-36,10402,-14480,-16072,-17432,17306
999,264,10410,-13992,-15866,-16832,17440
1000,240,10480,-14372,-16002,-16760,17436
1001,510,10716,-14666,-15944,-16804,17496
1002,190,10772,-14494,-16094,-16772,17456
1003,206,10856,-14636,-16202,-17100,17660
1004,278,10908,-14750,-16206,-17068,17540
1005,940,11320,-14328,-16094,-16598,17522
1006,1052,11484,-14040,-16026,-16882,17586
1007,826,11298,-14754,-15914,-17050,17776
1008,358,11154,-14794,-16172,-17146,17622
1009,498,10852,-14268,-16204,-16910,17404
1010,340,10570,-14558,-16088,-16390,17252
1011,150,10928,-14436,-15642,-16696,17468
1012,310,10992,-14554,-15734,-16938,17650
1013,676,11134,-14338,-15538,-16732,17550
1014,290,10560,-14656,-15816,-16624,17642
1015,336,10670,-14550,-15694,-16572,17266
1016,630,10494,-14474,-16000,-16898,17186
1017,282,10340,-14704,-16108,-17090,17212
1018,52,10480,-14922,-16086,-17040,17532
1019,-86,10646,-14856,-16352,-16716,17446
1020,-412,10840,-14790,-16308,-17138,17774
1021,-48,10978,-14286,-16084,-16822,17662
1022,100,10720,-14160,-15960,-16934,17692
1023,-118,10506,-14754,-16604,-17516,17560
1024,-528,10228,-14810,-16414,-16936,17544
1025,-454,10382,-14686,-16212,-16834,17098
1026,-360,10514,-14154,-15794,-16620,17184
1027,-30,10924,-14224,-15988,-16666,17466
1028,-190,10864,-15022,-16474,-16946,17362
1029,118,11228,-14654,-16114,-16816,17708
1030,112,11370,-14344,-16104,-16816,17798
1031,116,10990,-14370,-15838,-16884,17586
1032,-20,11056,-14064,-15814,-17018,17556
1033,-26,10852,-14526,-16158,-17120,17334
1034,-306,10654,-14658,-16186,-16848,17216
1035,-520,10474,-14666,-16442,-16762,17622
1036,-898,9878,-14912,-16640,-17208,17530
1037,-1150,10126,-14962,-16258,-16898,17478
1038,-1088,10114,-15126,-16188,-17232,17196
1039,-656,10264,-14648,-16008,-17096,17368
1040,-622,10028,-14370,-16182,-16898,16722
1041,-414,10554,-14130,-15894,-17098,17334
1042,-674,10104,-14684,-16148,-16886,17578
1043,-30,10398,-14240,-15988,-16902,17342
1044,-294,10564,-14360,-16214,-16840,17362
1045,-202,10740,-14568,-15996,-16554,17708
1046,-286,10760,-14388,-15790,-16694,17656
1047,-276,10722,-14530,-16120,-17066,17452
1048,-474,10500,-14496,-15926,-16888,17492
1049,-264,10638,-14328,-16194,-17012,17394
1050,-334,10394,-14502,-15916,-16776,17596
1051,-284,11118,-14434,-15968,-16646,17700
1052,-422,10642,-14598,-15872,-17120,17544
1053,-438,10868,-14440,-15788,-17196,17500
1054,-492,10658,-14724,-16056,-16898,17430
1055,-222,10844,-14524,-16218,-17120,17334
1056,-386,10764,-14482,-15992,-17010,17466
1057,-472,11002,-14492,-15914,-17088,17350
1058,-266,11264,-14278,-15954,-16786,17420
1059,-252,10774,-14674,-16298,-17108,17484
1060,-10,11022,-14590,-16094,-16920,17634
1061,-108,10938,-14682,-15724,-16804,17450
1062,-328,10698,-14570,-15874,-16842,17418
1063,-228,10520,-14802,-16078,-17024,17282
1064,-156,10456,-14730,-16096,-16934,17284
1065,-192,10586,-14926,-15946,-16860,17248
1066,-262,10936,-14776,-15966,-16776,17626
1067,-174,10756,-15020,-16218,-17074,17348
1068,-394,10868,-14664,-15990,-17124,17582
1069,34,11028,-14668,-16418,-16928,17132
1070,100,11048,-14264,-16146,-16890,17456
1071,166,11122,-14464,-15990,-16682,17390
1072,150,11126,-14340,-15870,-16964,17604
1073,280,11338,-14274,-16224,-16818,17316
1074,366,10716,-14348,-16344,-17374,17536
1075,94,10440,-14660,-16336,-17380,17634
1076,196,10396,-14728,-16062,-17242,17646
1077,258,10740,-14640,-16152,-16842,17724
1078,54,10788,-14662,-16014,-16908,17660
1079,118,10962,-14388,-15750,-16830,17418
1080,-98,10912,-14450,-16198,-16974,17432
1081,144,10738,-14304,-15872,-17016,17250
1082,-328,10588,-14428,-15960,-16842,17418
1083,-224,10716,-14278,-15780,-16902,17496
1084,-234,10816,-14526,-16252,-16952,17254
1085,-10,11384,-14842,-16354,-16986,17452
1086,-334,11078,-14684,-15912,-16528,17342
1087,-436,10622,-14508,-16512,-16928,17334
1088,-946,10494,-14636,-16158,-17026,17204
1089,-868,11190,-14456,-16248,-17110,17608
1090,-1002,10976,-14586,-16116,-16804,17456
1091,-740,11146,-14466,-15840,-16738,17640
1092,-810,10930,-14548,-16128,-17032,17128
1093,-754,10620,-14486,-15978,-16572,17190
1094,-868,10532,-14692,-16070,-16888,17434
1095,-1150,10634,-14636,-16006,-16974,17448
1096,-898,10836,-14578,-15962,-17036,17256
1097,-556,10744,-14756,-15880,-17058,17400
1098,64,10822,-14396,-15908,-17068,17580
1099,-456,10240,-15072,-16280,-17056,17356
1100,-386,10390,-14930,-16110,-16962,17092
1101,-84,10834,-14590,-15866,-16924,17396
1102,-74,10512,-14468,-16104,-17178,17144
1103,-356,10526,-14344,-15708,-16880,17524
1104,-142,10568,-14766,-16266,-17084,17468
1105,-574,10224,-14672,-16442,-17088,17538
1106,-326,10254,-14394,-16148,-17090,17738
1107,-68,10350,-14378,-16000,-16870,17542
1108,-378,10122,-14648,-16010,-16944,17422
1109,-224,10260,-14684,-15836,-16794,17458
1110,-528,10196,-14566,-16036,-16724,17344
1111,-982,9818,-14358,-16212,-17014,17174
1112,-726,10118,-14436,-15724,-16858,17256
1113,-1052,9950,-15318,-16092,-16906,17224
1114,-940,10522,-15040,-16152,-17222,17386
1115,-1006,10470,-14736,-16254,-16918,17694
1116,-670,10654,-14744,-16210,-17058,17442
1117,-434,10832,-14440,-15848,-16742,17482
1118,-924,10410,-14598,-15928,-16690,17168
1119,-790,10894,-14238,-15912,-16642,17230
1120,42,11458,-13910,-15538,-16026,17616
1121,228,11126,-14610,-15874,-16540,17354
1122,110,11084,-14350,-15650,-16620,17628
1123,-146,10456,-14808,-16264,-17350,17518
1124,-792,9986,-15102,-16672,-17266,17208
1125,-822,10110,-14742,-16438,-16820,17358
1126,-914,9860,-14796,-16388,-17202,17568
1127,-642,10192,-14704,-16262,-17184,17322
1128,-510,10460,-14774,-16378,-17210,17254
1129,-760,10804,-14842,-16166,-17186,17344
1130,-372,10968,-14778,-16194,-16632,17244
1131,6,11428,-14612,-16396,-17050,17438
1132,-304,10684,-15010,-16048,-16978,17148
1133,-74,10672,-14978,-16060,-17264,17544
1134,-158,10628,-14782,-16008,-16862,17854
1135,-86,10824,-14626,-16192,-16964,17742
1136,28,11102,-14328,-16012,-16714,17288
1137,-98,10926,-14582,-16096,-16764,17020
1138,342,10792,-14408,-15912,-17034,17254
1139,112,10756,-14362,-16308,-16898,17122
1140,-86,10414,-14538,-16430,-17084,17480
1141,116,10910,-14720,-16274,-16880,17268
1142,506,11192,-14042,-16552,-17066,17568
1143,702,10928,-14026,-15982,-16940,17986
1144,1334,10968,-14252,-16012,-17092,17586
1145,1248,11136,-14140,-16192,-16560,17494
1146,706,10714,-14274,-16228,-16424,17524
1147,806,10614,-14286,-16138,-16832,17846
1148,366,10198,-14498,-16070,-17174,17706
1149,258,10138,-14458,-16064,-17102,17122
1150,182,10640,-14914,-16122,-16988,17408
1151,612,11004,-14496,-16012,-17044,17548
1152,138,10716,-14716,-16502,-16902,17556
1153,254,11010,-14896,-16306,-16838,17244
1154,574,11492,-14686,-15918,-16866,17410
1155,420,11242,-14672,-15996,-16906,17396
1156,368,10924,-14824,-16282,-16730,17292
1157,320,11132,-14832,-16242,-16882,17178
1158,428,11116,-14892,-15916,-16964,17670
1159,294,10796,-14556,-15776,-16878,17754
1160,554,10628,-14144,-16014,-16930,17462
1161,-128,10308,-15194,-16280,-17146,17162
1162,6,10514,-14898,-15948,-17132,17348
1163,-156,10096,-14540,-16250,-17126,17036
1164,252,10908,-14358,-15704,-16982,17874
1165,14,10728,-14374,-16062,-16954,17688
1166,-112,10616,-14764,-16486,-17324,17696
1167,118,10788,-14562,-16208,-16678,17750
1168,174,10440,-14796,-16262,-16830,17646
1169,250,10908,-14354,-16076,-16888,17590
1170,-156,10538,-14570,-15886,-17126,17512
1171,-502,10274,-14834,-16078,-17026,17298
1172,-338,10886,-14610,-15938,-16938,17652
1173,272,11082,-14254,-15718,-16846,17432
1174,128,10684,-14584,-15896,-16802,17642
1175,174,11076,-14482,-15862,-16646,17702
1176,544,11184,-14370,-15900,-16914,17542
1177,514,11088,-14298,-15880,-16876,17532
1178,702,11250,-14762,-16142,-16888,17662
1179,474,10954,-14498,-16382,-17150,17752
1180,104,10586,-14634,-16238,-16966,17384
1181,284,10964,-14320,-15940,-16562,17744
1182,128,10930,-14404,-16050,-16550,17262
1183,192,10982,-14246,-15896,-16518,17230
1184,20,10704,-14360,-16314,-16824,17112
1185,184,11136,-14154,-16384,-16424,17638
1186,428,11194,-14532,-16162,-16740,17880
1187,448,11308,-14200,-16012,-16646,17776
1188,630,11260,-14410,-16434,-17064,17290
1189,528,11122,-14492,-16106,-17358,17384
1190,72,10350,-14726,-15974,-17110,17186
1191,150,10612,-14688,-16430,-17264,17650
1192,690,11030,-14244,-15960,-16918,17680
1193,460,10948,-14592,-16280,-17118,17180
1194,344,10592,-14536,-15962,-17014,17130
1195,166,10642,-14562,-16140,-17040,17208
1196,342,10840,-14404,-16316,-16992,17526
1197,-142,10470,-14572,-16238,-16992,17470
1198,264,10774,-14528,-15904,-16962,17640
1199,-102,10392,-14494,-16288,-17102,17420
1200,314,10808,-14292,-15916,-16714,17494
1201,36,10636,-14570,-15998,-16982,17098
1202,-28,10424,-14558,-15934,-16904,17394
1203,532,11078,-14286,-15992,-16922,17360
1204,748,11294,-14508,-16338,-16416,17632
1205,880,11270,-14652,-16638,-17148,17382
1206,1074,11366,-14460,-15994,-16988,17486
1207,914,11034,-14102,-16034,-17154,17492
1208,624,10676,-14696,-15998,-16802,17334
1209,568,10476,-14624,-15670,-16748,17628
1210,678,10816,-14376,-15734,-16776,18016
1211,980,10944,-14452,-15754,-16782,17510
1212,904,11556,-14088,-15888,-16954,17366
1213,762,11352,-14418,-15806,-16842,17024
1214,736,10916,-14532,-15714,-17026,17420
1215,356,10502,-14564,-16354,-17118,17440
1216,324,10828,-14826,-16282,-16916,17202
1217,584,11264,-14304,-16090,-16946,17446
1218,1118,11686,-14256,-15838,-16778,17666
1219,814,11372,-14258,-15730,-16890,17472
1220,822,11362,-14504,-16120,-17016,17508
1221,674,11232,-14716,-15816,-16762,17066
1222,782,11448,-14532,-16092,-16690,17282
