,0
0,-120
1,126
2,416
3,604
4,126
5,512
6,388
7,-124
8,-210
9,-494
10,-1260
11,-1252
12,-686
13,-1100
14,-790
15,-716
16,-736
17,-408
18,-2
19,108
20,128
21,-70
22,4
23,542
24,588
25,504
26,398
27,596
28,168
29,530
30,74
31,640
32,460
33,528
34,274
35,-296
36,-510
37,-326
38,-162
39,-798
40,-1690
41,-1860
42,-2218
43,-1880
44,-1596
45,-1948
46,-1484
47,-1260
48,-1426
49,-1792
50,-1932
51,-2424
52,-2368
53,-2474
54,-2336
55,-2346
56,-2354
57,-2382
58,-1766
59,-1762
60,-1714
61,-1140
62,-1018
63,-1310
64,-1516
65,-1320
66,-804
67,-1158
68,-1094
69,-948
70,-1162
71,-1242
72,-1524
73,-1406
74,-1934
75,-1986
76,-2192
77,-2504
78,-2750
79,-2906
80,-2438
81,-2186
82,-1860
83,-1898
84,-2600
85,-2256
86,-1706
87,-2644
88,-2646
89,-2448
90,-2418
91,-2580
92,-2596
93,-2396
94,-2006
95,-1398
96,-680
97,-1028
98,-972
99,-1224
100,-906
101,-628
102,-622
103,-454
104,-350
105,-1006
106,-1670
107,-1966
108,-2456
109,-3166
110,-2708
111,-2394
112,-2664
113,-2584
114,-2450
115,-1938
116,-2002
117,-1772
118,-2122
119,-1602
120,-1988
121,-2104
122,-2198
123,-2068
124,-2420
125,-2348
126,-2672
127,-2328
128,-2446
129,-2090
130,-2492
131,-2200
132,-2396
133,-2432
134,-2760
135,-2688
136,-3246
137,-3116
138,-2786
139,-2644
140,-2400
141,-1884
142,-1458
143,-718
144,-1010
145,-868
146,-1164
147,-1374
148,-2438
149,-1882
150,-2242
151,-2526
152,-2198
153,-2152
154,-2302
155,-2316
156,-2866
157,-2854
158,-2676
159,-2716
160,-2156
161,-2268
162,-1752
163,-1526
164,-1104
165,-1034
166,-1248
167,-1038
168,-1030
169,-1050
170,-1570
171,-2066
172,-2714
173,-2276
174,-2506
175,-2386
176,-2646
177,-2934
178,-2312
179,-2176
180,-2526
181,-3168
182,-2724
183,-2678
184,-2910
185,-3280
186,-2924
187,-3238
188,-3610
189,-2958
190,-3280
191,-3164
192,-3354
193,-3752
194,-3822
195,-3754
196,-3500
197,-3834
198,-3998
199,-3872
200,-4614
201,-4180
202,-3976
203,-3842
204,-4198
205,-3926
206,-3984
207,-3798
208,-3272
209,-2494
210,-2882
211,-3074
212,-3264
213,-3502
214,-3078
215,-3312
216,-2884
217,-2694
218,-2836
219,-2136
220,-1962
221,-1972
222,-1686
223,-1654
224,-1196
225,-1942
226,-2006
227,-2156
228,-2356
229,-2310
230,-3084
231,-3536
232,-3876
233,-3884
234,-3788
235,-4204
236,-4224
237,-4286
238,-4112
239,-4254
240,-3876
241,-3504
242,-3784
243,-3574
244,-2936
245,-2532
246,-2658
247,-2802
248,-2806
249,-2436
250,-2786
251,-2636
252,-3080
253,-1932
254,-1508
255,-1866
256,-2234
257,-2452
258,-2222
259,-1932
260,-1696
261,-1362
262,-938
263,-834
264,-564
265,-746
266,-700
267,-362
268,-1062
269,-1454
270,-1678
271,-1586
272,-2264
273,-2264
274,-2484
275,-2688
276,-2242
