,0
0,-77.0
1,-61.0
2,-129.0
3,-91.0
4,-135.0
5,-19.0
6,-3.0
7,21.0
8,55.0
9,73.0
10,19.0
11,39.0
12,141.0
13,131.0
14,141.0
15,105.0
16,151.0
17,243.0
18,335.0
19,353.0
20,397.0
21,529.0
22,633.0
